Wban Number, YearMonthDay, Avg Max Temp, Departure Max Temp, Avg Min Temp, Departure Min Temp, Avg Temp, Departure from Normal, Avg Dew Point, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, HDD Monthly Departure, CDD Monthly Departure, HDD Season to Date, CDD Season to Date, HDD Season to Date Departure, CDD Season to Date Departure, Mean Station Pressure, Mean Sea Level Pressure, Max Sea Level Pressure, Date Max Sea Level Pressure, Time Max Sea Level Pressure,Min Sea Level Pressure, Date Min Sea Level Pressure, Time Min Sea Level Pressure, Total Monthly Precip, Departure from Normal Precip, Max 24 hr. Precip, Date Max 24 hr. Precip, Sunshine Minutes, Total Minutes Sunshine, Percent Possible Sunshine, Total Snowfall, Max 24 hr. Snowfall, Date Max 24 hr. Snowfall, Max 12Z Snow Depth, Date Max 12Z Snow Depth, Clear Sky Days, Partly Cloudy Days, Cloudy Days, Max Temp >= 90 Days, Max Temp <= 32 Days, Min Temp <= 32 Days, Min Temp <= 0 Days, Thunderstorm Days, Heavy Fog Days, Precip >= 1/100 Days, Precip >= 1/10 Days, Snowfall >= 1.0 inch Days, Max Wind Speed, Max Wind Direction, Max Wind Date, Peak Gust Speed, Peak Gust Direction, Peak Gust Date, Water Equivalent, Resultant Wind Speed, Resultant Wind Direction, Avg Wind Speed, Avg HDD, Avg CDD
03013,19961130, 54.6,     , 21.1,     , 37.9, 37.9, 25.2, 31.8, 807,   0, 807,   0,     ,     ,    ,    ,26.19,30.08,30.57,24 ,0817,29.50,29 ,1339, 0.10, 0.10, 0.05, 16  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 1,27, 0, 0, 5, 3, 0, 0, 31,200, 03, 37,190, 03,    ,  1.1, 20,  7.8, 26.9,   .0
03017,19961130, 51.0,     , 23.4,     , 37.2,  -.4, 22.4, 31.0, 824,   0,   2,   0,     ,     ,    ,    ,24.54,30.01,30.47,24 ,0746,29.51,20 ,0221, 0.38, -.51, 0.10,15-16,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 3,27, 0, 0, 6, 6, 1, 1, 34,300, 07, 40,300, 07,    ,  1.3,221,  8.4, 27.5,   .0
03103,19961130, 47.0, -4.1, 23.0,   .6, 35.0, -1.8,     ,     , 683,   0,-163,   0,     ,     ,    ,    ,     ,     ,30.56, 7 ,1917,29.43,15 ,1443, 0.68,-1.27, 0.30,26-27,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 3,M ,M , 0, 32,210, 15, 41,210, 15,    ,     ,   ,     ,     ,     
03145,19961130, 78.2,     , 54.9,     , 66.6,  2.4, 40.5, 53.3,  25,  76, -56,   7,     ,     ,    ,    ,29.70,29.96,30.27, 7 ,1056,29.60,15 ,1611,  T  , -.19, T   , 22  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29,320, 29, 33,320, 29,    ,  4.9,357,  7.6,   .8,  2.5
03160,19961130, 64.0,   .8, 40.2,  1.9, 52.1,  1.3,     ,     , 365,   0, -61,   0,     ,     ,    ,    ,     ,     ,30.41,27 ,0844,29.47,15 ,1409, 0.53, 0.05, 0.53,21-22,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 4, 0, 0, 0,M ,M , 0, 32,020,+22, 41,180, 22,    ,     ,   ,  8.0, 12.6,   .0
03195,19961130, 52.9,     , 22.5,     , 37.7,   .0, 23.2, 31.2, 813,   0,-255,-255,     ,     ,    ,    ,23.59,30.14,30.63, 8 ,0731,29.48,15 ,1652, 1.29, 0.00, 0.90, 22  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0,27, 1, 1, 1, 6, 2, 0, 29,210, 14, 37,220, 15,    ,  0.6,121,  6.3, 27.1,   .0
03812,19961130, 52.2, -7.1, 32.4, -3.3, 42.3, -5.2, 33.1, 38.5, 673,   0, 148,   0,     ,     ,    ,    ,27.88,30.23,30.74,16 ,0911,29.67, 8 ,1350, 4.45, 0.86, 1.88, 7-8 ,     ,     ,   , 0.1,    , 10,  0 ,   , 0, 0, 0, 0, 0,17, 0, 1, 1,10, 7, 0, 34,330, 22, 45,320, 22,    ,  2.6,337,  6.6, 22.4,   .0
03813,19961130, 65.8, -2.9, 40.2, -2.9, 53.0, -3.0, 42.7, 47.7, 362,  11,  75,  -6,     ,     ,    ,    ,29.77,30.19,30.62,13 ,0944,29.71,21 ,1742, 2.82, 0.09, 1.49, 8   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 9, 0, 2, 2,12, 5, 0, 32,260, 08, 54,250, 08,    ,  1.3,343,  6.2, 12.1,   .4
03816,19961130, 51.1, -6.5, 34.8, -3.4, 43.0, -4.9,     , 32.0, 656,   1, 143,   1,     ,     ,    ,    ,  .00,     ,30.74,12 ,0959,29.53,30 ,2142, 8.89, 4.57, 4.90, 7   ,     ,     ,   , 0.2,    ,   ,  0 ,   , 0, 0, 0, 0, 0,14, 0, 2, 0,11, 6, 0, 32,030, 25, 37,020, 25,    ,  1.6, 34,  7.5, 21.9,   .0
03820,19961130, 65.2, -3.1, 37.2, -4.4, 51.2, -3.8, 40.1, 45.9, 410,   4,  96, -10,     ,     ,    ,    ,30.01,30.20,30.67,15 ,0859,29.69,21 ,1827, 0.70,-1.78, 0.43, 8   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0,11, 0, 0, 4, 4, 2, 0, 26,280,+15, 34,280, 08,    , NaNQ,NaN,  5.5, 13.7,   .1
03822,19961130, 68.0, -2.0, 43.7, -4.4, 55.9, -3.2, 46.8, 51.4, 287,  20,  74, -16,     ,     ,    ,    ,30.11,30.19,30.62,13 ,1002,29.71,21 ,2036, 0.89,-1.30, 0.78, 7-8 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 4, 0, 2, 3, 8, 2, 0, 25,030, 15, 32,020, 15,    ,  2.5, 21,  6.8,  9.6,   .7
03849,19961130, 50.0, -7.3, 32.1, -3.6, 41.1, -5.4, 32.8, 37.6, 710,   0, 155,   0,     ,     ,    ,    ,28.88,30.21,30.69,12 ,1130,29.70, 7 ,1710, 6.55, 2.68, 2.13, 7-8 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0,16, 0, 1, 2,16, 8, 0, 25,280, 09, 32,190, 07,    ,  0.8,291,  5.4, 23.7,   .0
03853,19961130, 71.5,     , 55.4,     , 63.5,  -.6,     , 57.5, 102,  66,  -1,  -6,     ,     ,    ,    ,30.10,30.16,30.53,13 ,1147,29.80,21 ,1640, 0.91, -.79, 0.32, 8   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 1,10, 4, 0, 37,030, 15, 44,030, 15,    ,  4.6, 40, 11.1,  3.7,  2.4
03855,19961130, 70.3,     , 51.3,     , 60.8,   .7, 52.8, 56.7, 176,  55, -10,   7,     ,     ,    ,    ,30.08,30.15,30.58,12 ,1027,29.82,30 ,2359, 1.52,-1.64, 1.06,24-25,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 0, 0, 0, 2,11, 4, 0, 28,170, 25, 33,170, 25,    ,  3.7, 64,  9.5,  5.9,  1.8
03856,19961130, 58.0, -4.4, 39.5, -1.0, 48.8, -2.7,     ,     , 486,   5,  75,  -1,     ,     ,    ,    ,     ,     ,30.69,12 ,0857,29.66,30 ,2359, 5.30, 0.44, 1.37, 7-8 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 7, 0, 3, 1,11, 7, 0, 31,150, 30, 37,150, 30,    ,     ,   ,  8.6, 16.2,   .2
03860,19961130, 48.7, -7.2, 31.2, -5.8, 40.0, -6.5, 30.5, 36.0, 749,   4, 194,   4,     ,     ,    ,    ,29.26,30.21,30.72,15 ,0853,29.64, 7 ,1839, 4.59, 1.29, 1.86, 7-8 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0,18, 0, 1, 3,13, 8, 0, 22,260, 07, 30,170, 07,    ,  1.0,267,  5.0, 25.0,   .1
03866,19961130, 65.0,     , 42.8,     , 53.9,  -.4, 45.8, 49.8, 341,  13,   8,  -3,     ,     ,    ,    ,29.82,30.20,30.66,12 ,1038,29.72,30 ,2218, 1.69,-2.35, 0.62, 20  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 7, 0, 0, 1,M ,M , 0, 24,300, 07, 29,290, 07,    ,  0.7, 26,  5.1, 11.4,   .4
03870,19961130, 56.8, -5.7, 37.9, -2.6, 47.4, -4.2,     ,     , 526,   1, 124,   1,     ,     ,    ,    ,     ,     ,30.72,16 ,0859,29.60, 8 ,1418, 4.34, 0.69, 1.47, 7-8 ,     ,     ,   ,T   ,    , 10,  0 ,   , 0, 0, 0, 0, 0,12, 0, 2, 1,11, 8, 0, 31,220, 25, 38,220,+25,    ,     ,   ,  5.4, 17.5,   .0
03872,19961130, 45.7, -6.6, 29.9, -4.5, 37.8, -5.6, 29.8, 34.4, 807,   0, 159,   0,     ,     ,    ,    ,27.48,30.22,30.73,15 ,1039,29.57, 8 ,0443, 4.14, 1.15, 1.37, 8-9 ,     ,     ,   , 3.0,    , 9 ,  0 ,   , 0, 0, 0, 0, 5,19, 0, 0, 3,12, 7, 1, 30,170, 30, 37,240,+30,    ,  0.9,160,  5.8, 26.9,   .0
03889,19961130, 48.9, -7.5, 33.8, -5.2, 41.4, -6.3, 30.6, 36.8, 702,   0, 183,   0,     ,     ,    ,    ,28.69,30.20,30.68,12 ,0956,29.69, 7 ,2332, 7.28, 3.08, 2.12, 7-8 ,     ,     ,   , 2.5,    , 9 ,  0 ,   , 0, 0, 0, 0, 2,18, 0, 0, 3,15, 9, 1, 26,180, 07, 41,190, 07,    ,  0.9,224,  5.1, 23.4,   .0
03919,19961130, 48.3,     , 30.4,     , 39.4, 39.4, 30.2, 35.6, 763,   0,  97,   0,     ,     ,    ,    ,28.73,30.15,30.70,26 ,2139,29.57,16 ,1532, 3.56, 2.34, 3.00, 16  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 2,20, 0, 2, 2, 8, 2, 0, 45,170, 16, 52,170, 16,    ,  0.8,135, 12.1, 25.4,   .0
03927,19961130, 64.2, -2.6, 45.5,   .1, 54.9, -1.3, 46.4, 50.4, 308,  10,  33,  -1,     ,     ,    ,    ,29.47,30.10,30.62,27 ,1025,29.58,20 ,1647, 5.54, 3.25, 1.73, 6-7 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 4, 0, 5, 6,M ,M , 0, 34,320,+30, 41,150, 16,    ,  0.7,138, 11.2, 10.3,   .3
03928,19961130, 49.3, -6.0, 32.2, -1.7, 40.8, -3.9, 32.3, 37.0, 717,   0, 112,   0,     ,     ,    ,    ,28.66,30.14,30.67,27 ,0445,29.58,16 ,1129, 3.56, 1.59, 2.28, 16  ,     ,     ,   , 4.6,    , 30,  0 ,   , 0, 0, 0, 0, 1,14, 0, 1, 2, 6, 4, 1, 44,160, 16, 54,170, 16,    ,  1.8, 92,  7.3, 24.0,   .0
03932,19961130, 54.5,     , 34.8,     , 44.7, 44.7, 35.3, 40.2, 606,   0, 606,   0,     ,     ,    ,    ,28.03,30.11,30.65,27 ,1014,29.57,16 ,1531, 2.29, 2.29, 1.11,15-16,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 1,11, 0, 0, 6, 7, 3, 0, 37,360, 24, 44,170,+24,    ,  1.0, 99, 12.6, 20.2,   .0
03936,19961130, 46.4,     , 28.4,     , 37.4, 37.4, 29.5, 34.5, 820,   0, 820,   0,     ,     ,    ,    ,28.96,30.14,30.72,12 ,1108,29.55,16 ,1146, 3.13, 3.13, 2.03, 16  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 2,23, 0, 0, 3, 4, 3, 0, 41,170, 16, 51,170, 16,    ,  1.4,132,  8.7, 27.3,   .0
03937,19961130, 70.6,  -.2, 51.4,  1.4, 61.0,   .6,     ,     , 156,  46, -37,  -9,     ,     ,    ,    ,     ,     ,30.57,27 ,0935,29.70,24 ,1702, 3.36, -.90, 1.58,17-18,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 0, 0, 2, 7, 9, 6, 0, 30,130, 16, 37,150, 24,    ,     ,   ,  8.2,  5.2,  1.5
03940,19961130, 65.6, -3.6, 44.9,  2.6, 55.3,  -.5, 47.2, 51.2, 298,  13,   3,  -6,     ,     ,    ,    ,29.79,30.14,30.59,12 ,1034,29.66,30 ,1804, 4.84, 0.03, 2.40, 18  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 1, 0, 2, 2, 8, 6, 0, 25,310, 07, 31,320, 07,    ,  1.5,106,  6.6,  9.9,   .4
03945,19961130, 44.6, -9.0, 31.2, -3.4, 37.9, -6.2, 30.1, 34.8, 805,   0, 178,   0,     ,     ,    ,    ,29.16,30.18,30.73,12 ,1034,29.69,30 ,2359, 4.69, 1.76, 2.31, 6-7 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 5,17, 0, 1, 0,13, 6, 0, 38,150, 16, 44,150, 16,    ,  1.2,100, 10.1, 26.8,   .0
03947,19961130, 44.2, -8.4, 29.7, -3.9, 37.0, -6.1, 29.7, 34.3, 835,   0, 178,   0,     ,     ,    ,    ,29.05,30.16,30.73,12 ,1110,29.61,16 ,1540, 0.86,-1.06, 0.68, 29  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 5,18, 0, 1, 1,M ,M , 0, 34,150, 16, 45,140, 16,    ,  2.0,114, 10.8, 27.8,   .0
03950,19961130, 59.2,     , 37.6,     , 48.4, 48.4, 39.8, 44.0, 493,   0, 493,   0,     ,     ,    ,    ,28.88,30.11,30.65,27 ,1043,29.57,16 ,1525, 2.13, 2.13, 0.85,28-29,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 7, 0, 1, 2,10, 5, 0, 44,010,+24, 49,010, 24,    ,  2.5, 48, 10.5, 16.4,   .0
03954,19961130, 55.3,     , 36.0,     , 45.7, 45.7,     ,     , 573,   0, 573,   0,     ,     ,    ,    ,     ,     ,30.66,27 ,1047,29.60,20 ,1550, 2.77, 2.77, 0.91, 16  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 1, 8, 0, 2, 3,10, 3, 0, 36,170, 16, 44,160,+24,    ,     ,   , 11.7, 19.1,   .0
03965,19961130, 54.4,     , 34.4,     , 44.4, 44.4,     , 32.0, 589,   0, 589,   0,     ,     ,    ,    ,  .00,     ,30.66,27 ,1013,29.60,16 ,1446, 1.06, 1.06, 0.85,28-29,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 2,M ,M , 0, 32,140, 16, 38,260, 16,    ,  2.4, 62, 10.5, 20.3,   .0
03967,19961130, 44.9,     , 30.9,     , 37.9, 37.9,     , 32.0, 807,   0, 807,   0,     ,     ,    ,    ,  .00,     ,30.68,12 ,1056,29.56,16 ,1548, 0.00, 0.00, M   ,     ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 2,17, 0, 1, 1,M ,M , 0, 33,150, 16, 43,150, 16,    ,  1.2, 92, 10.4, 26.9,   .0
