Wban Number, YearMonthDay, Avg Max Temp, Departure Max Temp, Avg Min Temp, Departure Min Temp, Avg Temp, Departure from Normal, Avg Dew Point, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, HDD Monthly Departure, CDD Monthly Departure, HDD Season to Date, CDD Season to Date, HDD Season to Date Departure, CDD Season to Date Departure, Mean Station Pressure, Mean Sea Level Pressure, Max Sea Level Pressure, Date Max Sea Level Pressure, Time Max Sea Level Pressure,Min Sea Level Pressure, Date Min Sea Level Pressure, Time Min Sea Level Pressure, Total Monthly Precip, Departure from Normal Precip, Max 24 hr. Precip, Date Max 24 hr. Precip, Sunshine Minutes, Total Minutes Sunshine, Percent Possible Sunshine, Total Snowfall, Max 24 hr. Snowfall, Date Max 24 hr. Snowfall, Max 12Z Snow Depth, Date Max 12Z Snow Depth, Clear Sky Days, Partly Cloudy Days, Cloudy Days, Max Temp >= 90 Days, Max Temp <= 32 Days, Min Temp <= 32 Days, Min Temp <= 0 Days, Thunderstorm Days, Heavy Fog Days, Precip >= 1/100 Days, Precip >= 1/10 Days, Snowfall >= 1.0 inch Days, Max Wind Speed, Max Wind Direction, Max Wind Date, Peak Gust Speed, Peak Gust Direction, Peak Gust Date, Water Equivalent, Resultant Wind Speed, Resultant Wind Direction, Avg Wind Speed, Avg HDD, Avg CDD
.87-2,20000824,  142,40251,  172,40251,  202,40254,  252,40304,  30,2403,15  ,3424,0340 , 4024,0403 , 4524,0436 , 5024,0452 , 65,2405,11  7,1  ,    ,     ,     ,     ,     , 32.1,  2.9, 15,.8 2,5.71,014,   0, -9,6 ,  ,0 ,30,06,  ,  ,  ,  ,0 ,-2,54,025,.69,30.,073,0.4,9 2, 090,929.4,522, 1424, 0.20, -.10
.99-3,20000831,  123,10135,  163,10137,  203,10139,  283,10148,  33,3102,03  ,3531,0229 , 3831,0243 , 4223,2102 , 5123,2122 , 58,2321,32  6,1  ,    ,     ,     ,     ,     , 53.0,   .0, 41,.2 4,7.8 ,393,  28,-25,5-,25,5 , 9,69,  , 2,-2,55,8-,16,88,329,.72,30.,133,0.5,3 3, 104,529.8,024, 0522, 2.18, 0.00
03013,20000831, 97.0,     , 62.6,     , 79.8, 79.8, 54.8, 63.9,   0, 465,   0, 465,     ,     ,     ,     ,26.19,29.88,30.16,18 ,0944,29.60,30 ,1732, 0.22, 0.20, 0.07, 5   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,28, 0, 0, 0,11, 0, 7, 0, 0, 43,340, 21, 51,340, 21,    ,  2.7,160,  9.6,   .0, 15.0
03016,20000831, 89.8,     , 55.8,     , 72.8,   .0, 47.3, 57.6,   0, 232, 255, 257,     ,     ,     ,     ,24.56,29.97,30.22,23 ,0806,29.73,27 ,1700, 0.42, 0.00, 0.29,29-30,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M ,24, 0, 4, 1, 0, 39,330, 22, 49,330, 22,    ,  0.5,204,  5.6,   .0,  8.0
03017,20000831, 89.3,     , 59.6,     , 74.5,  4.7, 48.8, 59.1,   5, 305,  -6, 145,     ,     ,     ,     ,24.69,29.90,30.21,17 ,0929,29.63,30 ,1340, 3.06, 1.41, 1.46,16-17,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,17, 0, 0, 0,17, 1,10, 5, 0, 39,220, 26, 48,320,+26,    ,  3.5,199,  9.6,   .2,  9.8
03024,20000831, 99.0,     , 72.8,     , 85.9,   .0, 53.0, 65.3,   0, 636, -27, 461,     ,     ,     ,     ,26.86,29.91,30.17,18 ,1014,29.71,27 ,1735, 0.59,-3.53, 0.49,07-8 ,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,M ,M ,M ,M , 3, 0, 3, 1, 0, 26,220, 19, 33,180,+25,    ,  8.7,191, 11.4,   .0, 19.8
03026,20000831, 91.4,     , 60.7,     , 76.1,   .0, 56.3, 63.4,   0, 359, -11, 150,     ,     ,     ,     ,25.72,29.90,30.22,21 ,2034,29.63,30 ,1844, 0.35,-1.62, 0.35, 31  ,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,23, 0, 0, 0,12, 1, 1, 1, 0, 52,310, 05, 58,320, 05,    ,  2.7,172,  9.4,   .0,  8.5
03027,20000831, 81.9,     , 56.1,     , 69.0,   .0, 48.2, 56.4,   5, 137,-255,-255,     ,     ,     ,     ,23.29,30.02,30.24,18 ,1023,29.79,27 ,1606, 1.60, 0.00, 0.60, 9   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 1, 0, 0, 0, 0, 1, 8, 3, 0, 37,220, 30, 43,220, 30,    ,  4.4,217, 10.1,   .2,  4.4
03028,20000831, 94.0,     , 62.5,     , 78.3,   .0, 53.7, 62.9,   0, 419,   0, 419,     ,     ,     ,     ,25.57,29.87,30.21,17 ,2154,29.64,27 ,1612, 0.74, 0.74, 0.73,17-18,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,29, 0, 0, 0, 0, 0, 2, 1, 0, 40,320, 05, 46,330,+16,    ,  6.2,189, 10.7,   .0, 12.7
03029,20000831, 84.0,     , 52.9,     , 68.5,   .8, 49.8, 57.1,  10, 124,  -2,  28,     ,     ,     ,     ,23.57,29.94,30.17,19 ,0753,29.68,27 ,1644, 0.00,-1.90, 0.00,     ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 32,270,+21, 51,280, 02,    ,  0.6,229,  4.5,   .3,  4.0
03030,20000831, 99.5,     , 66.0,     , 82.8,  6.4, 52.6, 64.3,   0, 557,   0, 204,     ,     ,     ,     ,26.72,29.85,30.17,18 ,0948,29.63,27 ,1739, 1.02,-1.50, 0.55, 9   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,31, 0, 0, 0, 0, 0, 3, 2, 0, 35,210, 19, 43,010, 06,    ,  8.2,192, 11.3,   .0, 18.0
03031,20000831, 97.2,     , 73.2,     , 85.2,   .0, 56.4, 66.9,   0, 633,   0,  90,     ,     ,     ,     ,26.92,29.93,30.14,16 ,0943,29.72,27 ,1814,  T  , 0.00, 0.00,     ,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,31, 0, 0, 0, 2, 0, 0, 0, 0, 28,120, 07, 33,130, 07,    ,  8.9,160, 10.2,   .0, 19.1
03032,20000831, 95.8,     , 71.8,     , 83.8,   .0, 62.3, 69.6,   0, 592,-255,-255,     ,     ,     ,     ,27.55,29.92,30.15,16 ,1056,29.70,27 ,1757, 0.00, 0.00, 0.00,     ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,31, 0, 0, 0, 0, 0, 0, 0, 0, 30,120, 08, 36,120, 20,    ,  9.0,115, 10.7,   .0, 19.1
03102,20000831, 92.9,     , 65.5,     , 79.2,   .0, 56.8, 64.8,   0, 448, -36, 357,     ,     ,     ,     ,28.87,29.88,30.01,25 ,0905,29.73,13 ,1758, 0.01, -.10, 0.01, 29  ,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0,25, 0, 0, 0, 0, 0, 1, 0, 0, 25,270, 02, 29,260, 02,    ,  5.7,253,  6.8,   .0, 12.0
03103,20000831, 79.0,  -.3, 50.9,  2.0, 65.0,   .9, 48.9, 55.2,  49,  55, -16,  17,     ,     ,     ,     ,23.36,30.02,30.23,24 ,1336,29.85, 2 ,1822, 2.82, 0.07, 0.79,04-5 ,     ,     ,   ,    ,    ,   ,  0 ,-  , 0, 0, 0, 1, 0, 0, 0,16, 0,17, 6, 0, 23,090, 05, 30,170, 21,    ,  1.3,222,  4.2,  1.6,  1.8
