Wban Number, YearMonthDay, Avg Max Temp, Departure Max Temp, Avg Min Temp, Departure Min Temp, Avg Temp, Departure from Normal, Avg Dew Point, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, HDD Monthly Departure, CDD Monthly Departure, HDD Season to Date, CDD Season to Date, HDD Season to Date Departure, CDD Season to Date Departure, Mean Station Pressure, Mean Sea Level Pressure, Max Sea Level Pressure, Date Max Sea Level Pressure, Time Max Sea Level Pressure,Min Sea Level Pressure, Date Min Sea Level Pressure, Time Min Sea Level Pressure, Total Monthly Precip, Departure from Normal Precip, Max 24 hr. Precip, Date Max 24 hr. Precip, Sunshine Minutes, Total Minutes Sunshine, Percent Possible Sunshine, Total Snowfall, Max 24 hr. Snowfall, Date Max 24 hr. Snowfall, Max 12Z Snow Depth, Date Max 12Z Snow Depth, Clear Sky Days, Partly Cloudy Days, Cloudy Days, Max Temp >= 90 Days, Max Temp <= 32 Days, Min Temp <= 32 Days, Min Temp <= 0 Days, Thunderstorm Days, Heavy Fog Days, Precip >= 1/100 Days, Precip >= 1/10 Days, Snowfall >= 1.0 inch Days, Max Wind Speed, Max Wind Direction, Max Wind Date, Peak Gust Speed, Peak Gust Direction, Peak Gust Date, Water Equivalent, Resultant Wind Speed, Resultant Wind Direction, Avg Wind Speed, Avg HDD, Avg CDD
03013,19990531, 77.1,     , 44.7,     , 60.9, 60.9, 43.6, 51.7, 159,  40, 159,  40,     ,     ,    ,    ,26.08,30.16,30.25,23 ,0812,29.15, 4 ,0131, 0.41, 0.41, 0.38,24-25,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 3, 0, 1, 0, 0, 1,M ,M , 0, 43,250,+10, 59,180, 09,    ,  1.7,191,  8.0,  5.1,  1.3
03016,19990531, 69.5,     , 36.9,     , 53.2,   .0, 33.0, 43.2, 346,   0, 258, 255,     ,     ,    ,    ,24.39,30.03,30.29,17 ,0646,29.29, 3 ,1452, 0.06, 0.00, 0.04, 26  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 1,M ,M , 0, 38,320, 09, 46,310, 09,    ,  2.4,259,  6.6, 11.5,   .0
03017,19990531, 68.0,     , 41.6,     , 54.8, -1.1, 37.0, 45.6, 310,   2,  22,  -4,     ,     ,    ,    ,24.49,30.17,30.25,23 ,0759,29.10, 3 ,1451, 2.37, -.25, 0.84, 29  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 5, 0, 8, 1, 0, 0, 0, 36,350,+22, 43,020,+31,    ,  1.4,197, 10.7, 10.0,   .1
03024,19990531, 77.1,     , 54.4,     , 65.8,   .0, 49.4, 56.5,  86, 117,-255,-255,     ,     ,    ,    ,26.71,30.00,30.27,18 ,0816,29.21, 4 ,1053, 2.60, 0.00, 1.25, 1   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 4, 0, 0, 0, 0, 0,M ,M , 0, 36,240, 04, 44,250, 04,    ,  4.6,177, 11.5,  2.8,  3.8
03026,19990531, 70.1,     , 42.6,     , 56.4,   .0, 43.4, 49.5, 269,  10,-255,-255,     ,     ,    ,    ,25.59,30.15,30.26,23 ,0836,29.14, 3 ,2323, 2.85, 0.00, 1.06, 1   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 46,290, 22, 59,280, 30,    ,  2.5,212, 13.5,  8.7,   .3
03027,19990531, 74.0,     , 48.0,     , 61.0,   .0,     ,     ,   7,   0,-255,-255,     ,     ,    ,    ,     ,     ,30.05,30 ,0837,29.80,31 ,2349, 0.00, 0.00, 0.00,     ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 2,M ,M , 0, 49,260, 04, 56,260, 04,    ,     ,   ,     ,     ,     
03028,19990531, 72.7,     , 44.0,     , 58.4, -2.2, 42.8, 50.2, 215,  17,  49, -12,     ,     ,    ,    ,25.44,30.15,30.21,23 ,0838,29.11, 4 ,0356, 0.51,-2.20, 0.35,24-25,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 2, 0, 0, 0,M ,M , 0, 48,210, 19, 59,210, 19,    ,  3.9,201, 13.2,  6.9,   .6
03029,19990531, 69.5,     , 34.0,     , 51.8, -2.8, 25.1, 40.3, 404,   0,  77,   0,     ,     ,    ,    ,23.39,29.88,30.10,24 ,0026,29.38, 3 ,1633, 0.82, 0.45, 0.49, 3-4 ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0,17, 0, 0, 0, 0, 0, 0, 41,240, 03, 51,230, 03,    ,  5.3,243,  8.4, 13.0,   .0
03030,19990531, 76.0,     , 48.7,     , 62.4,  -.8, 48.1, 54.6, 127,  51,   1, -20,     ,     ,    ,    ,26.62,30.07,30.22,18 ,0725,29.11, 4 ,0853, 2.17, -.94, 1.26, 1   ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 40,340, 10, 46,350, 10,    ,  3.6,184, 11.8,  4.1,  1.7
03031,19990531, 88.8,     , 61.7,     , 75.3,   .0, 51.8, 60.8,   5, 310,-255,-255,     ,     ,    ,    ,26.79,29.95,30.19,18 ,0901,29.35, 4 ,1636, 1.04, 0.00, 0.49,24-25,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0,M ,M ,M ,M , 0, 1,M ,M , 0, 43,350, 26, 59,360, 26,    ,  4.6,161, 12.4,   .2, 10.7
03102,19990531, 75.6,     , 52.5,     , 64.1, -2.5, 51.2, 55.9,  62,  43,   0, -68,     ,     ,    ,    ,28.90,29.90,30.09,31 ,0618,29.76,12 ,1529,  T  , -.23, T   , 29  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 20,260,+29, 25,280, 08,    ,  6.2,256,  7.4,  2.0,  1.4
03103,19990531,     ,     ,     ,     ,     ,     , 23.9, 38.8,    ,    ,    ,    ,     ,     ,    ,    ,23.18,29.90,     ,   ,    ,     ,   ,    ,     ,     ,     ,     ,     ,     ,   ,    ,    ,   ,    ,   ,  ,  ,  ,  ,  ,  ,  , 4, 1,  ,  , 0, 30,210, 13, 41,210,+04,    ,  6.3,225,  8.3, 15.5,   .0
03131,19990531, 67.3,     , 54.0,     , 60.7,   .0, 51.3, 55.0, 127,   0,-255,-255,     ,     ,    ,    ,29.48,29.97,30.10,31 ,0048,29.84,12 ,1704,  T  , 0.00, T   , 23  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20,260, 03, 23,270,+14,    ,  3.5,239,  6.4,  4.1,   .0
03145,19990531,     ,     ,     ,     ,     ,     ,     ,     ,    ,    ,    ,    ,     ,     ,    ,    ,     ,     ,     ,   ,    ,     ,   ,    ,     ,     ,     ,     ,     ,     ,   ,    ,    ,   ,    ,   ,  ,  ,  ,  ,  ,  ,  , 0, 0,  ,  , 0,   ,   ,   ,   ,   ,   ,    ,     ,   ,     ,     ,     
03154,19990531,     ,     ,     ,     ,     ,     ,     ,     ,    ,    ,    ,    ,     ,     ,    ,    ,     ,     ,     ,   ,    ,     ,   ,    ,     ,     ,     ,     ,     ,     ,   ,    ,    ,   ,    ,   ,  ,  ,  ,  ,  ,  ,  , 0, 0,  ,  , 0,   ,   ,   ,   ,   ,   ,    ,     ,   ,     ,     ,     
03160,19990531, 81.8,   .4, 55.1,  1.7, 68.5,  1.1, 24.4, 48.4,  31, 147, -34,   8,     ,     ,    ,    ,26.45,29.89,30.04, 5 ,0939,29.42, 3 ,1634,  T  , -.29, T   , 26  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 38,020, 26, 44,360, 26,    ,  2.1,209,  9.5,  1.0,  4.8
03162,19990531, 78.5,     , 54.0,     , 66.3,   .0, 26.8, 47.6,  71, 118,-255,-255,     ,     ,    ,    ,25.51,29.95,30.12,17 ,0913,29.37, 3 ,1343, 0.18, 0.00, 0.09, 27  ,     ,     ,   ,    ,    ,   ,  0 ,   , 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 29,280, 03, 43,160, 08,    ,  2.4,252,  7.2,  2.3,  3.8
