WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,201312,46.5,M,11.6,M,29.1,M,11.4,21.4,M,M,M,M,M,M,M,M,26.23,30.11,30.59,11,1001,29.35,03,1525,0.02,M,0.02,29,M,M,M,M,M,0,7,31,3,0,0,1,0,M,M,0.6,27,7.8,M,M
03016,201312,M,M,M,M,M,M,11.3,15.6,1409,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,M,M,M,M,0.5,22,3.0,47.0,0.0
03017,201312,48.3,5.5,19.3,2.2,33.8,3.8,11.5,22.1,1098,0,12,0,2421,999,-47,230,24.55,30.02,30.47,25,0802,29.46,19,1351,0.06,-0.25,0.04,28-29,M,M,M,M,M,0,2,14,0,0,1,2,0,1,M,3.2,23,9.3,36.6,0.0
03024,201312,50.7,M,24.5,M,37.6,M,17.5,29.0,M,M,M,M,M,M,M,M,26.91,30.12,30.62,07,0751,29.41,04,0024,0.27,M,0.27,21,M,M,M,M,M,0,6,24,0,0,1,1,1,M,M,2.2,26,9.7,M,M
03026,201312,54.5,M,22.0,M,38.3,M,11.1,21.5,M,M,M,M,M,M,M,M,M,M,30.10,31,0706,29.85,31,2359,M,M,0.00,M,M,M,M,M,M,0,0,2,0,0,0,0,0,M,M,3.8,28,11.6,M,M
03027,201312,40.1,M,19.4,M,29.8,M,16.1,24.1,1053,0,M,M,M,M,M,M,23.13,30.11,30.61,11,2039,29.45,21,1244,0.60,M,0.49,05,M,M,M,M,M,0,8,31,2,0,5,5,1,M,M,11.2,29,15.4,35.1,0.0
03028,201312,47.2,M,17.2,M,32.2,M,12.5,24.2,981,0,M,M,M,M,M,M,25.58,30.06,30.57,11,1026,29.32,03,1421,0.00,M,0.00,M,M,M,M,M,M,0,7,30,1,0,0,0,0,M,M,3.6,30,10.5,32.7,0.0
03029,201312,45.9,M,14.4,M,30.2,M,14.4,23.4,M,M,M,M,M,M,M,M,23.50,30.14,30.61,10,0911,29.41,04,0449,0.31,M,0.13,M,M,M,M,M,M,M,M,M,M,0,2,4,2,M,M,1.8,25,4.7,M,M
03030,201312,47.1,M,20.3,M,33.7,M,16.8,26.5,929,0,M,M,M,M,M,M,26.83,30.10,30.60,11,1046,29.34,03,2229,0.31,M,0.29,21,M,M,M,M,M,0,7,29,0,0,1,2,1,M,M,2.1,29,9.8,31.0,0.0
03031,201312,55.0,M,30.9,M,43.0,M,28.9,36.2,M,M,M,M,M,M,M,M,27.01,30.11,30.55,12,0024,29.53,21,1335,1.39,M,1.19,20-21,M,M,M,M,M,0,2,21,0,0,0,3,3,M,M,1.1,28,8.7,M,M
03032,201312,62.2,M,37.8,M,50.0,M,32.6,42.0,M,M,M,M,M,M,M,M,27.71,30.11,30.52,12,1022,29.56,21,0456,0.00,M,0.00,M,M,M,M,M,M,0,0,9,0,0,0,0,0,M,M,2.4,34,7.5,M,M
03035,201312,M,M,M,M,M,M,25.4,33.1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,2.9,25,9.2,M,M
03044,201312,M,M,M,M,M,M,30.0,36.9,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,1.6,17,9.0,M,M
03047,201312,57.4,M,31.0,M,44.2,M,M,M,633,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.76,M,M,M,M,M,M,M,M,0,2,18,0,0,0,0,0,M,M,M,M,M,20.4,0.0
03048,201312,49.1,M,20.4,M,34.7,M,M,M,934,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.35,M,M,M,M,M,M,M,M,0,0,29,0,0,0,0,0,M,M,M,M,M,30.1,0.0
