WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,201209,85.4,M,48.1,M,66.8,M,40.1,52.7,49,109,M,M,M,M,M,M,26.28,29.97,30.42,14,0013,29.58,11,1705,1.15,M,0.80,26-27,M,M,M,M,M,10,0,0,0,0,3,8,3,M,M,0.9,12,7.4,1.6,3.6
03016,201209,M,M,M,M,M,M,33.3,48.0,83,27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,M,M,M,M,M,M,M,M,M,M,M,M,0,1,M,M,M,M,0.9,28,4.4,2.8,0.9
03017,201209,80.3,1.8,52.3,4.0,66.3,2.9,33.9,49.6,69,113,-56,37,M,M,M,M,24.71,29.98,30.41,13,0952,29.68,11,1641,2.99,2.01,1.63,25-26,M,M,M,M,M,7,0,0,0,3,0,9,3,0,M,2.4,20,8.8,2.3,3.8
03024,201209,86.7,M,60.2,M,73.5,M,49.0,59.1,17,278,M,M,M,M,M,M,26.91,29.97,30.40,14,0018,29.65,25,1642,2.82,M,1.21,04-05,M,M,M,M,M,15,0,0,0,4,1,9,6,M,M,1.9,17,8.4,0.6,9.3
03026,201209,81.4,M,48.6,M,65.0,M,39.5,51.4,74,80,M,M,M,M,M,M,25.82,30.01,30.45,13,1007,29.64,11,2054,0.88,M,0.50,26-27,M,M,M,M,M,7,0,0,0,0,0,7,4,M,M,0.9,18,10.4,2.5,2.7
03027,201209,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,M,M,M,M,M
03028,201209,83.4,M,49.5,M,66.5,M,40.4,52.6,66,117,M,M,M,M,M,M,25.66,29.98,30.44,13,2342,29.60,11,1531,2.53,M,1.81,26-27,M,M,M,M,M,8,0,0,0,0,0,5,3,M,M,0.5,35,M,2.2,3.9
03029,201209,78.5,M,42.0,M,60.3,M,35.0,47.6,155,20,M,M,M,M,M,M,23.62,29.99,30.33,14,0648,29.77,25,1522,0.65,M,0.36,12,M,M,M,M,M,0,0,0,0,0,0,5,3,M,M,0.9,28,3.9,5.2,0.7
03030,201209,86.4,M,54.2,M,70.3,M,46.8,57.0,22,191,M,M,M,M,M,M,26.84,29.95,30.42,13,2323,29.61,11,1722,1.56,M,0.62,27-28,M,M,M,M,M,10,0,0,0,1,0,7,4,M,M,0.6,16,9.0,0.7,6.4
03031,201209,86.3,M,64.0,M,75.2,M,53.0,61.7,15,331,M,M,M,M,M,M,26.96,29.96,30.31,14,1113,29.67,05,1743,5.78,M,4.69,28-29,M,M,M,M,M,14,0,0,0,6,0,6,5,M,M,3.6,14,9.6,0.5,11.0
