WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,201102,48.4,M,9.3,M,28.9,M,12.1,23.0,1005,0,M,M,M,,M,,26.18,30.05,30.83,02,1049,29.33,27,1439, T ,M,T,M,M,M,M,M,M,0,7,28,7,0,0,0,0,M,M,2.3,24,10.2,35.9,0.0
03016,201102,M,M,M,M,M,M,M,M,1100,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.46,M,M,M,M,M,M,M,M,M,M,M,M,0,1,M,M,M,M,2.3,27,5.3,39.3,0.0
03017,201102,43.4,-3.8,14.5,-4.6,29.0,-4.2,10.4,23.0,M,M,M,M,,0       ,M,M,24.50,29.97,30.78,01,2054,29.34,20,0051,0.44,-0.05,0.19,07-08,M,M,M,M,M,0,7,26,6,0,2,7,2,4,M,3.1,21,10.6,M,M
03024,201102,53.3,M,23.3,M,38.3,M,17.9,30.2,742,0,M,M,M,,M,,26.86,30.05,30.77,02,1047,29.31,27,1516,0.14,M,0.14,06,M,M,M,M,M,0,5,19,4,0,0,1,1,M,M,2.4,27,10.4,26.5,0.0
03026,201102,43.5,M,13.4,M,28.5,M,13.7,22.9,1016,0,M,M,M,,M,,25.68,30.04,30.82,02,1019,29.39,17,0254,0.00,M,0.00,M,M,M,M,M,M,0,9,27,5,0,2,0,0,M,M,3.6,27,13.2,36.3,0.0
03027,201102,41.3,M,16.1,M,28.7,M,10.2,22.0,M,M,M,M,,M,M,M,23.08,30.05,30.64,02,2006,29.45,27,1256,0.26,M,0.19,01,M,M,M,M,M,0,7,26,6,0,2,5,1,M,M,10.9,28,16.6,M,M
03028,201102,49.4,M,15.3,M,32.4,M,12.6,25.0,906,0,M,M,M,,M,,25.53,30.00,30.76,02,2035,29.24,27,1406,0.10,M,0.11,01,M,M,M,M,M,0,5,28,6,0,0,3,0,M,M,3.8,30,12.5,32.4,0.0
03029,201102,43.5,M,12.3,M,27.9,M,13.2,22.7,1032,0,M,M,M,,M,,23.43,30.03,30.61,03,0754,29.42,27,0439,0.47,M,0.35,M,M,M,M,M,M,0,5,28,6,0,1,4,2,M,M,3.5,24,6.1,36.9,0.0
03030,201102,53.2,M,18.9,M,36.1,M,16.2,28.1,803,0,M,M,M,,M,,26.78,30.02,30.77,02,1005,29.26,27,1444, T ,M,T,M,M,M,M,M,M,0,5,25,6,0,0,0,0,M,M,2.6,29,11.8,28.7,0.0
03031,201102,75.3,M,45.7,M,60.5,M,M,M,M,M,M,M,,M,M,M,26.82,29.84,30.27,28,2233,29.41,27,1535,0.00,M,0.00,M,M,M,M,M,M,0,0,1,0,0,0,0,0,M,M,1.7,27,M,M,M
03032,201102,68.0,M,38.9,M,53.5,M,25.3,41.1,M,M,M,M,,M,M,M,27.63,30.01,30.56,02,2323,29.41,27,1635,0.07,M,0.07,18-19,M,M,M,M,M,1,2,12,0,0,0,2,0,M,M,3.2,35,9.7,M,M
03047,201102,63.7,M,29.3,M,46.5,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,0.02,M,0.02,01-02,M,M,M,M,M,0,2,17,0,0,0,0,0,M,M,M,M,M,M,M
03048,201102,53.2,M,19.8,M,36.5,M,M,M,792,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.13,M,0.13,01-02,M,M,M,M,M,0,3,22,3,0,0,1,1,M,M,M,M,M,28.3,0.0
03054,201102,55.6,M,18.9,M,37.2,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,0.32,M,0.25,05-06,M,M,M,M,M,0,4,21,4,0,0,2,1,M,M,M,M,M,M,M
03055,201102,51.4,M,18.0,M,34.8,M,M,M,839,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.24,M,0.18,08-09,M,M,M,M,M,0,6,23,6,0,0,3,1,M,M,M,M,M,30.0,0.0
03060,201102,30.0,M,10.8,M,20.4,M,M,M,1242,0,M,M,M,,M,,M,M,M,M,M,M,M,M,1.13,M,0.61,07-08,M,M,M,M,M,0,15,28,6,0,0,8,4,M,M,M,M,M,44.4,0.0
03061,201102,32.9,M,18.1,M,25.6,M,M,M,1100,0,M,M,M,,M,,M,M,M,M,M,M,M,M,1.18,M,0.50,07-08,M,M,M,M,M,0,10,26,3,0,0,6,3,M,M,M,M,M,39.3,0.0
03062,201102,34.5,M,8.4,M,21.5,M,M,M,1213,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.72,M,0.27,07-08,M,M,M,M,M,0,9,28,8,0,0,5,3,M,M,M,M,M,43.3,0.0
03063,201102,49.3,M,10.6,M,29.9,M,M,M,972,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.42,M,0.22,04-05,M,M,M,M,M,0,6,28,7,0,0,4,2,M,M,M,M,M,34.7,0.0
03067,201102,45.7,M,13.5,M,29.5,M,M,M,986,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.35,M,0.33,07-08,M,M,M,M,M,0,6,27,6,0,0,2,1,M,M,M,M,M,35.2,0.0
03068,201102,41.9,M,10.9,M,26.4,M,7.9,M,M,M,M,M,,M,M,M,23.93,29.95,30.54,01,0949,29.43,27,1417, T ,M,T,M,M,M,M,M,M,0,8,27,6,2,2,0,0,M,M,1.6,30,11.2,M,M
03072,201102,61.7,M,28.9,M,45.3,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,0.82,M,0.78,01-02,M,M,M,M,M,0,4,17,0,0,0,3,1,M,M,M,M,M,M,M
03074,201102,57.9,M,17.1,M,37.4,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,0.15,M,0.15,01-02,M,M,M,M,M,0,2,23,3,0,0,2,1,M,M,M,M,M,M,M
03075,201102,39.7,M,10.9,M,25.3,M,M,M,1102,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.48,M,0.25,19-20,M,M,M,M,M,0,6,28,5,0,0,6,3,M,M,M,M,M,39.4,0.0
03076,201102,37.4,M,22.1,M,29.8,M,M,M,980,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.73,M,0.37,07-08,M,M,M,M,M,0,7,23,2,0,0,5,4,M,M,M,M,M,35.0,0.0
03077,201102,48.9,M,21.4,M,35.1,M,M,M,826,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.54,M,0.31,19-20,M,M,M,M,M,0,2,24,2,0,0,4,3,M,M,M,M,M,29.5,0.0
03078,201102,47.3,M,5.9,M,26.6,M,M,M,1066,0,M,M,M,,M,,M,M,M,M,M,M,M,M,0.09,M,0.06,08-09,M,M,M,M,M,0,6,28,8,0,0,4,0,M,M,M,M,M,38.1,0.0
