WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
00130,201503,M,M,M,M,M,M,52.2,55.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,2,M,M,M,M,1.7,06,4.7,M,M
00133,201503,M,M,M,M,M,M,41.4,44.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.03,M,M,M,M,M,M,M,M,M,M,M,M,2,5,M,M,M,M,0.3,06,2.2,M,M
00166,201503,M,M,M,M,M,M,48.8,53.1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,6,M,M,M,M,0.6,35,6.3,M,M
00209,201503,M,M,M,M,M,M,44.2,48.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,8,M,M,M,M,1.3,36,6.3,M,M
00225,201503,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.03,M,M,M,M,M,M,M,M,M,M,M,M,0,3,M,M,M,M,0.6,30,4.2,M,M
00362,201503,M,M,M,M,M,M,49.4,52.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,5,M,M,M,M,0.1,28,5.2,M,M
00369,201503,M,M,M,M,M,M,M,M,90,44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,3,M,M,M,M,0.6,32,8.0,3.0,1.5
00428,201503,M,M,M,M,M,M,48.0,50.0,371,14,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.02,M,M,M,M,M,M,M,M,M,M,M,M,0,6,M,M,M,M,2.2,04,4.4,12.0,0.5
03013,201503,64.6,M,28.0,M,46.3,M,26.8,37.6,569,0,M,M,M,M,M,M,26.28,30.06,30.47,05,0838,29.57,03,0255,0.19,M,0.15,19,M,M,M,M,M,0,2,24,0,0,0,2,1,M,M,0.6,14,8.3,18.4,0.0
03016,201503,M,M,M,M,M,M,22.5,34.8,601,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.76,M,M,M,M,M,M,M,M,M,M,M,M,0,2,M,M,M,M,2.0,26,5.1,20.0,0.0
03017,201503,58.9,4.5,31.2,4.8,45.1,4.7,23.6,35.7,611,0,-152,0,4724,0,-478,0,24.65,30.04,30.42,04,2347,29.58,03,0205,0.79,-0.13,0.47,18-19,M,M,M,M,M,0,2,12,0,0,2,5,3,2,M,3.1,20,9.9,19.7,0.0
03024,201503,67.5,M,39.4,M,53.5,M,30.5,42.8,360,7,M,M,M,M,M,M,26.93,30.11,30.56,05,1006,29.71,24,0501,0.26,M,0.21,19,M,M,M,M,M,0,0,6,0,0,1,3,1,M,M,1.0,21,9.1,11.6,0.2
03026,201503,61.3,M,29.4,M,45.4,M,23.7,36.0,602,0,M,M,M,M,M,M,25.79,30.11,30.47,17,0949,29.54,03,0000,0.32,M,0.23,19,M,M,M,M,M,0,2,19,0,0,1,3,1,M,M,2.5,25,11.8,19.4,0.0
03027,201503,60.3,M,31.5,M,45.9,M,22.2,35.2,560,0,M,M,M,M,M,M,23.21,30.05,30.45,05,0921,29.64,03,1630,0.65,M,0.55,19-20,M,M,M,M,M,0,0,14,0,0,5,4,2,M,M,4.6,29,12.2,18.7,0.0
03028,201503,62.0,M,28.3,M,45.2,M,25.8,36.5,607,0,M,M,M,M,M,M,25.63,30.05,30.48,04,2344,29.62,03,0016,0.38,M,0.30,19,M,M,M,M,M,0,2,21,0,0,0,3,1,M,M,1.5,29,10.7,19.6,0.0
03029,201503,63.0,M,26.5,M,44.8,M,20.5,34.8,643,0,M,M,M,M,M,M,23.53,30.03,30.41,06,0754,29.62,02,1601, T ,M,T,M,M,M,M,M,M,0,0,27,0,0,0,0,0,M,M,M,M,M,20.7,0.0
03030,201503,65.9,M,34.5,M,50.2,M,30.7,40.9,453,1,M,M,M,M,M,M,26.87,30.06,30.49,05,0711,29.68,03,0325,1.01,M,0.73,19,M,M,M,M,M,0,2,10,0,0,1,5,2,M,M,0.2,31,9.6,14.6,0.0
03031,201503,67.1,M,42.0,M,54.6,M,37.7,46.2,339,24,M,M,M,M,M,M,27.00,30.06,30.62,05,1043,29.72,03,1630,1.54,M,0.50,21,M,M,M,M,M,1,0,6,0,1,4,4,4,M,M,1.2,11,8.9,10.9,0.8
03032,201503,72.6,M,48.6,M,60.6,M,44.3,51.5,176,47,M,M,M,M,M,M,27.68,30.04,30.60,05,1144,29.71,03,1741,2.29,M,1.36,20-21,M,M,M,M,M,1,0,2,0,0,0,2,2,M,M,3.1,04,7.4,5.7,1.5
03035,201503,M,M,M,M,M,M,34.4,43.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.09,M,M,M,M,M,M,M,M,M,M,M,M,0,3,M,M,M,M,0.9,22,8.2,M,M
03044,201503,M,M,M,M,M,M,M,M,268,51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.66,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,1.6,11,7.9,8.9,1.7
03047,201503,69.6,M,42.6,M,56.1,M,M,M,285,26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.33,M,M,M,M,M,M,M,M,1,0,3,0,0,0,0,0,M,M,M,M,M,9.5,0.9
