WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
00130,201506,M,M,M,M,M,M,M,M,0,487,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.57,M,M,M,M,M,M,M,M,M,M,M,M,4,1,M,M,M,M,3.6,12,4.9,0.0,16.8
00133,201506,M,M,M,M,M,M,70.4,72.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.01,M,M,M,M,M,M,M,M,M,M,M,M,1,2,M,M,M,M,1.5,19,2.4,M,M
00166,201506,M,M,M,M,M,M,69.2,72.6,0,478,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7,1,M,M,M,M,4.0,17,5.8,0.0,16.5
00209,201506,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.31,M,M,M,M,M,M,M,M,M,M,M,M,2,0,M,M,M,M,3.5,17,6.0,M,M
00225,201506,M,M,M,M,M,M,M,M,0,481,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.77,M,M,M,M,M,M,M,M,M,M,M,M,7,1,M,M,M,M,3.7,17,4.6,0.0,16.0
00362,201506,M,M,M,M,M,M,69.4,72.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.88,M,M,M,M,M,M,M,M,M,M,M,M,3,0,M,M,M,M,3.4,18,4.8,M,M
00369,201506,72.2,M,61.4,M,66.8,M,M,M,3,65,M,M,M,M,M,M,29.85,30.14,30.28,27,0948,30.02,14,1635, T ,M,M,M,M,M,M,M,M,0,0,0,0,0,1,0,0,M,M,2.4,23,6.0,0.1,2.2
00428,201506,M,M,M,M,M,M,73.8,75.6,0,479,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.23,M,M,M,M,M,M,M,M,M,M,M,M,8,2,M,M,M,M,2.1,22,3.9,0.0,16.5
03013,201506,90.6,M,58.7,M,74.7,M,57.5,63.8,0,298,M,M,M,M,M,M,26.18,29.84,30.13,27,0615,29.49,10,1539,2.38,M,1.15,25-26,M,M,M,M,M,18,0,0,0,0,0,6,3,M,M,1.9,15,8.3,0.0,9.9
03016,201506,M,M,M,M,M,M,39.5,53.1,18,172,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,0,M,M,M,M,1.6,26,5.9,0.6,5.7
