WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,200906,86.4,M,55.4,M,70.9,M,51.2,59.1,23,206,M,M,M,,M,,26.13,29.79,30.26,03,0735,29.48,18,1844,0.26,M,0.17,25,M,M,M,M,M,14,0,0,0,3,2,3,1,M,M,2.0,16,8.1,0.8,6.9
03016,200906,80.2,M,48.9,M,64.6,M,41.2,51.8,59,54,M,M,M,,M,,24.48,29.86,30.15,27,0809,29.59,05,1748,1.72,M,0.56,02-03,M,M,M,M,M,5,0,0,0,5,1,13,5,M,M,1.5,23,5.4,2.0,1.8
03017,200906,77.7,-4.4,51.1,-1.9,64.4,-3.2,49.7,55.2,78,68,18,-68,5616,94,-512,-67,24.57,29.83,30.30,02,2153,29.51,06,1253,4.86,3.30,1.64,23, T, T,23+,0,M,0,0,0,0,20,3,15,9,0,M,1.3,15,8.4,2.6,2.3
03024,200906,91.2,M,65.5,M,78.4,M,54.5,63.4,0,407,M,M,M,,M,,26.77,29.81,30.18,03,0904,29.52,07,1801,2.19,M,0.96,20,M,M,M,M,M,20,0,0,0,4,0,9,5,M,M,5.2,18,10.4,0.0,13.6
03026,200906,81.6,M,54.1,M,67.9,M,53.2,58.6,48,140,M,M,M,,M,,25.68,29.83,30.28,03,0721,29.52,06,2339,1.94,M,0.60,01-02,M,M,M,M,M,8,0,0,0,3,5,10,7,M,M,1.8,14,9.2,1.6,4.7
03027,200906,80.2,M,50.9,M,65.6,M,35.5,50.1,42,67,M,M,M,,M,,23.20,29.87,30.18,28,0915,29.66,06,1951,0.63,M,0.18,10,M,M,M,M,M,0,0,0,0,0,0,5,3,M,M,7.3,25,12.6,1.4,2.2
03028,200906,86.8,M,55.9,M,71.4,M,M,M,M,M,M,M,,M,M,M,25.51,29.80,30.22,03,0759,29.47,07,1554,0.68,M,0.68,20,M,M,M,M,M,M,M,M,M,0,0,1,1,M,M,M,M,M,M,M
03029,200906,77.9,M,43.1,M,60.5,M,M,M,M,M,M,M,,M,M,M,23.49,29.84,30.03,03,0546,29.59,19,0834,0.60,M,0.45,09-10,M,M,M,M,M,M,M,M,M,0,0,7,1,M,M,4.2,23,6.2,M,M
03030,200906,91.1,M,60.7,M,75.9,M,53.7,62.4,0,338,M,M,M,,M,,26.69,29.77,30.18,03,0844,29.46,07,1713,1.71,M,1.54,20,M,M,M,M,M,20,0,0,0,1,0,5,2,M,M,5.3,19,11.3,0.0,11.3
03031,200906,94.6,M,70.3,M,82.5,M,57.3,66.6,0,533,M,M,M,,M,,26.83,29.79,30.09,03,0822,29.60,07,1828,2.15,M,1.83,19-20,M,M,M,M,M,24,0,0,0,4,0,5,3,M,M,5.9,16,9.8,0.0,17.8
