WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,200910,60.7,M,32.0,M,46.4,M,33.5,39.8,540,1,M,M,M,,M,,26.15,29.92,30.47,17,0743,29.33,27,2217,0.19,M,0.15,28-29,M,M,M,M,M,0,0,16,0,1,1,4,1,M,M,2.0,07,9.5,18.0,0.0
03016,200910,59.0,M,32.1,M,45.6,M,26.3,37.1,595,0,M,M,M,,M,,24.45,29.93,30.48,31,0843,29.33,28,0407,0.94,M,0.50,27-28,M,M,M,M,M,0,2,16,0,0,2,7,4,M,M,2.7,27,5.1,19.2,0.0
03017,200910,54.7,-11.3,31.1,-4.8,42.9,-8.1,28.1,35.9,676,0,240,0,815,533,233,-163,24.53,29.92,30.40,17,0623,29.23,27,1425,6.69,5.70,5.78,05-06,M,M,M,M,M,0,3,17,0,0,6,9,3,3,M,1.4,31,9.6,21.8,0.0
03024,200910,66.9,M,43.3,M,55.1,M,40.1,47.0,317,23,M,M,M,,M,,26.80,29.92,30.47,17,0933,29.32,28,0519,1.48,M,0.53,28-29,M,M,M,M,M,1,0,3,0,1,1,11,5,M,M,1.5,18,9.4,10.6,0.8
03026,200910,54.2,M,30.8,M,42.5,M,32.2,37.8,671,0,M,M,M,,M,,25.66,29.95,30.48,17,0603,29.34,27,2228,0.13,M,0.13,29-30,M,M,M,M,M,0,3,18,0,0,1,1,0,M,M,1.8,32,11.5,22.4,0.0
03027,200910,61.6,M,35.7,M,48.7,M,28.2,38.7,497,0,M,M,M,,M,,23.10,29.89,30.41,17,0810,29.16,28,0108,1.73,M,1.43,20-21,M,M,M,M,M,0,0,10,0,0,4,7,3,M,M,10.0,27,15.5,16.0,0.0
03028,200910,60.4,M,35.2,M,47.8,M,34.4,40.9,535,5,M,M,M,,M,,25.51,29.89,30.43,17,0821,29.29,28,0043,3.31,M,2.00,20-21,M,M,M,M,M,0,0,11,0,0,0,13,6,M,M,1.5,31,11.8,17.3,0.2
03029,200910,62.9,M,27.7,M,45.3,M,21.5,35.6,601,0,M,M,M,,M,,23.43,29.88,30.31,31,0714,29.27,28,0411,0.39,M,0.17,27-28,M,M,M,M,M,0,2,23,0,0,0,8,0,M,M,3.4,24,5.9,19.4,0.0
03030,200910,63.8,M,38.6,M,51.2,M,37.5,44.1,436,15,M,M,M,,M,,26.72,29.90,30.46,17,0944,29.30,28,0505,2.76,M,1.03,20-21,M,M,M,M,M,3,0,6,0,1,1,13,7,M,M,1.1,29,10.7,14.1,0.5
03031,200910,75.1,M,47.2,M,61.2,M,45.5,53.1,164,73,M,M,M,,M,,26.86,29.88,30.39,17,1000,29.30,28,1647,0.71,M,0.30,21,M,M,M,M,M,4,0,2,1,0,0,8,2,M,M,2.6,15,9.8,5.5,2.4
