WBAN,YearMonth,AvgMaxTemp,DepartureMaxTemp,AvgMinTemp,DepartureMinTemp,AvgTemp,DeparturefromNormal,AvgDewPoint,AvgWetBulb,HeatingDegreeDays,CoolingDegreeDays,HDDMonthlyDeparture,CDDMonthlyDeparture,HDDSeasonToDate,CDDSeasonToDate,HDDSeasonToDateDeparture,CDDSeasonToDateDeparture,MeanStationPressure,MeanSeaLevelPressure,MaxSeaLevelPressure,DateMaxSeaLevelPressure,TimeMaxSeaLevelPressure,MinSeaLevelPressure,DateMinSeaLevelPressure,TimeMinSeaLevelPressure,TotalMonthlyPrecip,DepartureFromNormalPrecip,Max24HrPrecip,DateMax24HrPrecip,TotalSnowfall,Max24HrSnowfall,DateMax24HrSnowfall,Max12ZSnowDepth,DateMax12ZSnowDepth,MaxTemp>=90Days,MaxTemp<=32Days,MinTemp<=32Days,MinTemp<=0Days,ThunderstormDays,HeavyFogDays,DaysWithPrecip>=.01inch,DaysWithPrecip>=.10inch,DaysWithSnowfall>=1.0inch,WaterEquivalent,ResultantWindSpeed,ResultantWindDirection,AvgWindSpeed,AvgHDD,AvgCDD
03013,201304,64.7,M,30.4,M,47.6,M,22.9,37.2,486,2,M,M,M,M,M,M,26.12,29.88,30.33,23,2143,29.18,14,0126,0.07,M,0.06,22-23,M,M,M,M,M,0,0,19,0,0,0,3,0,M,M,1.7,05,11.8,16.8,0.1
03016,201304,M,M,M,M,M,M,24.1,35.1,616,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.64,M,M,M,M,M,M,M,M,M,M,M,M,0,2,M,M,M,M,5.6,28,8.8,20.5,0.0
03017,201304,54.7,-6.8,28.7,-4.6,41.7,-5.7,21.7,33.4,690,0,161,-1,5794,0,63,-1,24.52,29.90,30.35,23,0755,29.23,08,1504,1.55,-0.16,0.50,22-23,M,M,M,M,M,0,4,17,0,1,3,13,6,6,M,0.8,01,11.0,23.0,0.0
03024,201304,70.1,M,40.2,M,55.2,M,29.5,43.0,333,46,M,M,M,M,M,M,26.77,29.88,30.37,23,2344,29.31,08,1749,0.05,M,0.15,M,M,M,M,M,M,2,0,10,0,1,0,2,0,M,M,0.8,13,12.2,11.1,1.5
03026,201304,58.2,M,29.0,M,43.6,M,26.0,36.2,636,0,M,M,M,M,M,M,25.65,29.92,30.35,23,1027,29.22,14,0008,0.26,M,0.11,22-23,M,M,M,M,M,0,2,19,0,1,3,6,0,M,M,2.4,34,14.0,21.2,0.0
03027,201304,65.0,M,32.8,M,48.9,M,15.6,35.5,474,0,M,M,M,M,M,M,23.05,29.82,30.28,19,0552,29.24,09,0301,0.07,M,0.06,09-10,M,M,M,M,M,0,0,13,0,0,2,3,0,M,M,9.7,27,16.1,15.8,0.0
03028,201304,63.0,M,29.5,M,46.3,M,23.6,36.8,524,3,M,M,M,M,M,M,25.48,29.86,30.34,23,2153,29.23,14,0140,0.29,M,0.14,17,M,M,M,M,M,0,1,18,0,0,0,6,1,M,M,2.5,35,13.7,18.1,0.1
03029,201304,M,M,M,M,M,M,14.8,34.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.22,M,M,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,6.4,25,8.8,M,M
03030,201304,67.4,M,35.7,M,51.6,M,28.8,41.1,422,25,M,M,M,M,M,M,26.70,29.87,30.34,23,2343,29.24,08,1759,0.49,M,0.31,26,M,M,M,M,M,1,0,13,0,0,1,4,1,M,M,1.7,02,12.6,14.1,0.8
03031,201304,80.2,M,48.9,M,64.6,M,32.5,49.1,125,119,M,M,M,M,M,M,26.82,29.83,30.31,24,0854,29.36,08,1719, T ,M,T,M,M,M,M,M,M,5,0,1,0,0,0,0,0,M,M,4.3,17,12.4,4.2,4.0
