YEAR,STATE,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
2006,CO,Pumped Storage,"-200,502",,,,,,
2006,CO,Wind,"865,536",,,,,,
2006,CO,Wood and Wood Derived Fuels,0,,,,,,
2006,CT,Total,"34,681,736",,,,,,
2006,CT,Coal,"4,281,516",,,,,,
2006,CT,Hydroelectric Conventional,"543,892",,,,,,
2006,CT,Natural Gas,"10,484,481",,,,,,
2006,CT,Nuclear,"16,589,446",,,,,,
2006,CT,Other,"738,600",,,,,,
2006,CT,Other Biomass,"754,776",,,,,,
2006,CT,Other Gases,"1,647",,,,,,
2006,CT,Petroleum,"1,278,834",,,,,,
2006,CT,Pumped Storage,0,,,,,,
2006,CT,Wood and Wood Derived Fuels,"8,544",,,,,,
2006,DC,Total,"81,467",,,,,,
2006,DC,Petroleum,"81,467",,,,,,
2006,DE,Total,"7,182,179",,,,,,
2006,DE,Coal,"4,968,812",,,,,,
2006,DE,Natural Gas,"1,170,768",,,,,,
2006,DE,Other Biomass,417,,,,,,
2006,DE,Other Gases,"910,268",,,,,,
2006,DE,Petroleum,"131,915",,,,,,
2006,FL,Total,"223,751,621",,,,,,
2006,FL,Coal,"65,423,336",,,,,,
2006,FL,Hydroelectric Conventional,"203,422",,,,,,
2006,FL,Natural Gas,"96,186,140",,,,,,
2006,FL,Nuclear,"31,426,349",,,,,,
2006,FL,Other,"3,260,671",,,,,,
2006,FL,Other Biomass,"2,351,701",,,,,,
2006,FL,Other Gases,"16,924",,,,,,
2006,FL,Petroleum,"22,904,090",,,,,,
2006,FL,Wood and Wood Derived Fuels,"1,978,988",,,,,,
2006,GA,Total,"138,010,208",,,,,,
2006,GA,Coal,"86,503,986",,,,,,
2006,GA,Hydroelectric Conventional,"2,568,837",,,,,,
2006,GA,Natural Gas,"12,960,598",,,,,,
2006,GA,Nuclear,"32,005,810",,,,,,
2006,GA,Other,"118,176",,,,,,
2006,GA,Other Biomass,"56,708",,,,,,
2006,GA,Petroleum,"834,225",,,,,,
2006,GA,Pumped Storage,"-400,343",,,,,,
2006,GA,Wood and Wood Derived Fuels,"3,362,210",,,,,,
2006,HI,Total,"11,559,174",,,,,,
2006,HI,Coal,"1,548,595",,,,,,
2006,HI,Geothermal,"212,276",,,,,,
2006,HI,Hydroelectric Conventional,"120,087",,,,,,
2006,HI,Other,"175,619",,,,,,
2006,HI,Other Biomass,"325,692",,,,,,
2006,HI,Other Gases,"42,757",,,,,,
2006,HI,Petroleum,"9,054,474",,,,,,
2006,HI,Wind,"79,674",,,,,,
2006,IA,Total,"45,483,462",,,,,,
2006,IA,Coal,"34,405,194",,,,,,
2006,IA,Hydroelectric Conventional,"909,348",,,,,,
2006,IA,Natural Gas,"2,400,014",,,,,,
2006,IA,Nuclear,"5,095,442",,,,,,
2006,IA,Other,"10,426",,,,,,
2006,IA,Other Biomass,"136,896",,,,,,
2006,IA,Petroleum,"208,321",,,,,,
2006,IA,Wind,"2,317,821",,,,,,
2006,ID,Total,"13,386,085",,,,,,
2006,ID,Coal,"82,302",,,,,,
2006,ID,Hydroelectric Conventional,"11,242,372",,,,,,
2006,ID,Natural Gas,"1,298,395",,,,,,
2006,ID,Other,"72,916",,,,,,
2006,ID,Petroleum,144,,,,,,
2006,ID,Wind,"169,617",,,,,,
2006,ID,Wood and Wood Derived Fuels,"520,340",,,,,,
2006,IL,Total,"192,426,958",,,,,,
2006,IL,Coal,"91,648,764",,,,,,
2006,IL,Hydroelectric Conventional,"173,272",,,,,,
2006,IL,Natural Gas,"5,278,998",,,,,,
2006,IL,Nuclear,"94,154,140",,,,,,
2006,IL,Other,"38,383",,,,,,
2006,IL,Other Biomass,"594,261",,,,,,
2006,IL,Other Gases,"148,822",,,,,,
2006,IL,Petroleum,"135,747",,,,,,
2006,IL,Wind,"254,571",,,,,,
2006,IN,Total,"130,489,788",,,,,,
2006,IN,Coal,"123,645,467",,,,,,
2006,IN,Hydroelectric Conventional,"489,515",,,,,,
2006,IN,Natural Gas,"2,681,883",,,,,,
2006,IN,Other,"434,976",,,,,,
2006,IN,Other Biomass,"220,212",,,,,,
2006,IN,Other Gases,"2,870,099",,,,,,
2006,IN,Petroleum,"147,635",,,,,,
2006,KS,Total,"45,523,736",,,,,,
2006,KS,Coal,"33,281,380",,,,,,
2006,KS,Hydroelectric Conventional,"9,649",,,,,,
2006,KS,Natural Gas,"1,839,406",,,,,,
2006,KS,Nuclear,"9,350,269",,,,,,
2006,KS,Petroleum,"51,142",,,,,,
2006,KS,Wind,"991,890",,,,,,
2006,KY,Total,"98,792,014",,,,,,
2006,KY,Coal,"91,198,488",,,,,,
2006,KY,Hydroelectric Conventional,"2,591,701",,,,,,
2006,KY,Natural Gas,"1,176,638",,,,,,
2006,KY,Other,"21,655",,,,,,
2006,KY,Other Biomass,"89,437",,,,,,
2006,KY,Other Gases,"3,836",,,,,,
2006,KY,Petroleum,"3,340,898",,,,,,
2006,KY,Wood and Wood Derived Fuels,"369,361",,,,,,
2006,LA,Total,"90,921,829",,,,,,
2006,LA,Coal,"24,395,205",,,,,,
2006,LA,Hydroelectric Conventional,"713,215",,,,,,
2006,LA,Natural Gas,"41,933,335",,,,,,
2006,LA,Nuclear,"16,735,448",,,,,,
2006,LA,Other,"715,492",,,,,,
2006,LA,Other Biomass,"81,432",,,,,,
2006,LA,Other Gases,"1,594,675",,,,,,
2006,LA,Petroleum,"1,872,096",,,,,,
2006,LA,Wood and Wood Derived Fuels,"2,880,930",,,,,,
2006,MA,Total,"45,597,775",,,,,,
2006,MA,Coal,"11,138,341",,,,,,
2006,MA,Hydroelectric Conventional,"1,512,645",,,,,,
2006,MA,Natural Gas,"23,306,676",,,,,,
2006,MA,Nuclear,"5,829,658",,,,,,
2006,MA,Other,"782,278",,,,,,
2006,MA,Other Biomass,"1,153,571",,,,,,
2006,MA,Petroleum,"2,328,246",,,,,,
2006,MA,Pumped Storage,"-578,898",,,,,,
2006,MA,Wood and Wood Derived Fuels,"125,258",,,,,,
2006,MD,Total,"48,956,880",,,,,,
2006,MD,Coal,"29,408,022",,,,,,
2006,MD,Hydroelectric Conventional,"2,104,275",,,,,,
2006,MD,Natural Gas,"1,770,206",,,,,,
2006,MD,Nuclear,"13,830,411",,,,,,
2006,MD,Other,"304,635",,,,,,
2006,MD,Other Biomass,"408,095",,,,,,
2006,MD,Other Gases,"332,444",,,,,,
2006,MD,Petroleum,"580,726",,,,,,
2006,MD,Wood and Wood Derived Fuels,"218,066",,,,,,
2006,ME,Total,"16,816,173",,,,,,
2006,ME,Coal,"321,262",,,,,,
2006,ME,Hydroelectric Conventional,"4,278,132",,,,,,
2006,ME,Natural Gas,"7,297,856",,,,,,
2006,ME,Other,"356,336",,,,,,
2006,ME,Other Biomass,"283,033",,,,,,
2006,ME,Other Gases,0,,,,,,
2006,ME,Petroleum,"594,935",,,,,,
2006,ME,Wood and Wood Derived Fuels,"3,684,618",,,,,,
2006,MI,Total,"112,556,738",,,,,,
2006,MI,Coal,"67,780,161",,,,,,
2006,MI,Hydroelectric Conventional,"1,520,353",,,,,,
2006,MI,Natural Gas,"11,409,955",,,,,,
2006,MI,Nuclear,"29,066,165",,,,,,
2006,MI,Other,"562,522",,,,,,
2006,MI,Other Biomass,"736,823",,,,,,
2006,MI,Other Gases,"412,347",,,,,,
2006,MI,Petroleum,"401,887",,,,,,
2006,MI,Pumped Storage,"-1,039,210",,,,,,
2006,MI,Wind,"2,212",,,,,,
2006,MI,Wood and Wood Derived Fuels,"1,703,524",,,,,,
2006,MN,Total,"53,237,789",,,,,,
2006,MN,Coal,"33,070,451",,,,,,
2006,MN,Hydroelectric Conventional,"571,730",,,,,,
2006,MN,Natural Gas,"2,560,797",,,,,,
2006,MN,Nuclear,"13,183,418",,,,,,
2006,MN,Other,"298,320",,,,,,
2006,MN,Other Biomass,"414,266",,,,,,
2006,MN,Petroleum,"494,188",,,,,,
2006,MN,Wind,"2,054,947",,,,,,
2006,MN,Wood and Wood Derived Fuels,"589,670",,,,,,
2006,MO,Total,"91,686,343",,,,,,
2006,MO,Coal,"77,449,604",,,,,,
2006,MO,Hydroelectric Conventional,"199,214",,,,,,
2006,MO,Natural Gas,"3,729,427",,,,,,
2006,MO,Nuclear,"10,116,660",,,,,,
2006,MO,Other,"53,800",,,,,,
2006,MO,Other Biomass,"23,875",,,,,,
2006,MO,Other Gases,"5,091",,,,,,
2006,MO,Petroleum,"61,024",,,,,,
2006,MO,Pumped Storage,"47,552",,,,,,
2006,MO,Wood and Wood Derived Fuels,96,,,,,,
2006,MS,Total,"46,228,847",,,,,,
2006,MS,Coal,"18,105,333",,,,,,
2006,MS,Natural Gas,"15,705,849",,,,,,
2006,MS,Nuclear,"10,418,586",,,,,,
2006,MS,Other,"15,566",,,,,,
2006,MS,Other Biomass,"6,480",,,,,,
2006,MS,Other Gases,"43,723",,,,,,
2006,MS,Petroleum,"398,709",,,,,,
2006,MS,Wood and Wood Derived Fuels,"1,534,602",,,,,,
2006,MT,Total,"28,243,536",,,,,,
2006,MT,Coal,"17,085,080",,,,,,
2006,MT,Hydroelectric Conventional,"10,130,161",,,,,,
2006,MT,Natural Gas,"67,580",,,,,,
2006,MT,Other Gases,"11,207",,,,,,
2006,MT,Petroleum,"419,124",,,,,,
2006,MT,Wind,"435,970",,,,,,
2006,MT,Wood and Wood Derived Fuels,"94,415",,,,,,
2006,NC,Total,"125,214,784",,,,,,
2006,NC,Coal,"75,487,005",,,,,,
2006,NC,Hydroelectric Conventional,"3,839,012",,,,,,
2006,NC,Natural Gas,"3,195,563",,,,,,
2006,NC,Nuclear,"39,963,184",,,,,,
2006,NC,Other,"319,235",,,,,,
2006,NC,Other Biomass,"91,740",,,,,,
2006,NC,Other Gases,0,,,,,,
2006,NC,Petroleum,"451,138",,,,,,
2006,NC,Pumped Storage,"131,342",,,,,,
2006,NC,Wood and Wood Derived Fuels,"1,736,565",,,,,,
2006,ND,Total,"30,881,137",,,,,,
2006,ND,Coal,"28,878,991",,,,,,
2006,ND,Hydroelectric Conventional,"1,521,034",,,,,,
2006,ND,Natural Gas,"7,065",,,,,,
2006,ND,Other Biomass,"3,544",,,,,,
2006,ND,Other Gases,"58,939",,,,,,
2006,ND,Petroleum,"42,079",,,,,,
2006,ND,Wind,"369,485",,,,,,
2006,NE,Total,"31,669,969",,,,,,
2006,NE,Coal,"20,682,548",,,,,,
2006,NE,Hydroelectric Conventional,"893,386",,,,,,
2006,NE,Natural Gas,"758,801",,,,,,
2006,NE,Nuclear,"9,002,656",,,,,,
2006,NE,Other Biomass,"52,014",,,,,,
2006,NE,Other Gases,0,,,,,,
2006,NE,Petroleum,"19,317",,,,,,
2006,NE,Wind,"261,247",,,,,,
2006,NH,Total,"22,063,695",,,,,,
2006,NH,Coal,"3,885,433",,,,,,
2006,NH,Hydroelectric Conventional,"1,528,910",,,,,,
2006,NH,Natural Gas,"6,006,606",,,,,,
2006,NH,Nuclear,"9,397,856",,,,,,
2006,NH,Other,"59,317",,,,,,
2006,NH,Other Biomass,"156,399",,,,,,
2006,NH,Petroleum,"439,193",,,,,,
2006,NH,Wood and Wood Derived Fuels,"589,981",,,,,,
2006,NJ,Total,"60,700,139",,,,,,
2006,NJ,Coal,"10,861,925",,,,,,
2006,NJ,Hydroelectric Conventional,"35,436",,,,,,
2006,NJ,Natural Gas,"15,668,374",,,,,,
2006,NJ,Nuclear,"32,567,885",,,,,,
2006,NJ,Other,"568,551",,,,,,
2006,NJ,Other Biomass,"900,792",,,,,,
2006,NJ,Other Gases,"110,265",,,,,,
2006,NJ,Petroleum,"269,519",,,,,,
2006,NJ,Pumped Storage,"-298,601",,,,,,
2006,NJ,Wind,"15,991",,,,,,
2006,NM,Total,"37,265,625",,,,,,
2006,NM,Coal,"29,859,008",,,,,,
2006,NM,Hydroelectric Conventional,"198,211",,,,,,
2006,NM,Natural Gas,"5,889,599",,,,,,
2006,NM,Other Biomass,"21,885",,,,,,
2006,NM,Petroleum,"41,486",,,,,,
2006,NM,Wind,"1,255,436",,,,,,
2006,NV,Total,"31,860,022",,,,,,
2006,NV,Coal,"7,253,521",,,,,,
2006,NV,Geothermal,"1,343,711",,,,,,
2006,NV,Hydroelectric Conventional,"2,057,626",,,,,,
2006,NV,Natural Gas,"21,184,135",,,,,,
2006,NV,Other Gases,"3,682",,,,,,
2006,NV,Petroleum,"17,347",,,,,,
2006,NY,Total,"142,265,432",,,,,,
2006,NY,Coal,"20,967,840",,,,,,
2006,NY,Hydroelectric Conventional,"27,344,655",,,,,,
2006,NY,Natural Gas,"42,133,878",,,,,,
2006,NY,Nuclear,"42,223,899",,,,,,
2006,NY,Other,"976,636",,,,,,
2006,NY,Other Biomass,"1,419,441",,,,,,
2006,NY,Petroleum,"6,778,039",,,,,,
2006,NY,Pumped Storage,"-756,156",,,,,,
2006,NY,Wind,"655,371",,,,,,
2006,NY,Wood and Wood Derived Fuels,"521,829",,,,,,
2006,OH,Total,"155,434,075",,,,,,
2006,OH,Coal,"133,400,156",,,,,,
2006,OH,Hydroelectric Conventional,"631,936",,,,,,
2006,OH,Natural Gas,"2,379,062",,,,,,
2006,OH,Nuclear,"16,846,939",,,,,,
2006,OH,Other,"2,805",,,,,,
2006,OH,Other Biomass,"34,121",,,,,,
2006,OH,Other Gases,"360,007",,,,,,
2006,OH,Petroleum,"1,354,555",,,,,,
2006,OH,Wind,"14,401",,,,,,
2006,OH,Wood and Wood Derived Fuels,"410,093",,,,,,
2006,OK,Total,"70,614,880",,,,,,
2006,OK,Coal,"35,032,023",,,,,,
2006,OK,Hydroelectric Conventional,"623,579",,,,,,
2006,OK,Natural Gas,"32,980,690",,,,,,
2006,OK,Other,"5,445",,,,,,
2006,OK,Other Biomass,0,,,,,,
2006,OK,Other Gases,"16,143",,,,,,
2006,OK,Petroleum,"63,750",,,,,,
2006,OK,Pumped Storage,"-116,473",,,,,,
2006,OK,Wind,"1,712,441",,,,,,
2006,OK,Wood and Wood Derived Fuels,"297,283",,,,,,
2006,OR,Total,"53,340,695",,,,,,
2006,OR,Coal,"2,370,628",,,,,,
2006,OR,Hydroelectric Conventional,"37,850,297",,,,,,
2006,OR,Natural Gas,"11,238,642",,,,,,
2006,OR,Other,"40,320",,,,,,
2006,OR,Other Biomass,"98,977",,,,,,
2006,OR,Petroleum,"11,820",,,,,,
2006,OR,Wind,"931,219",,,,,,
2006,OR,Wood and Wood Derived Fuels,"798,793",,,,,,
2006,PA,Total,"218,811,595",,,,,,
2006,PA,Coal,"122,557,903",,,,,,
2006,PA,Hydroelectric Conventional,"2,844,142",,,,,,
2006,PA,Natural Gas,"13,541,728",,,,,,
2006,PA,Nuclear,"75,297,632",,,,,,
2006,PA,Other,"722,532",,,,,,
2006,PA,Other Biomass,"1,428,708",,,,,,
2006,PA,Other Gases,"554,432",,,,,,
2006,PA,Petroleum,"1,518,457",,,,,,
2006,PA,Pumped Storage,"-698,177",,,,,,
2006,PA,Wind,"361,108",,,,,,
2006,PA,Wood and Wood Derived Fuels,"683,130",,,,,,
2006,RI,Total,"5,967,725",,,,,,
2006,RI,Hydroelectric Conventional,"5,909",,,,,,
2006,RI,Natural Gas,"5,780,227",,,,,,
2006,RI,Other Biomass,"148,913",,,,,,
2006,RI,Petroleum,"32,676",,,,,,
2006,SC,Total,"99,267,606",,,,,,
2006,SC,Coal,"39,472,846",,,,,,
2006,SC,Hydroelectric Conventional,"1,806,948",,,,,,
2006,SC,Natural Gas,"6,068,061",,,,,,
2006,SC,Nuclear,"50,797,372",,,,,,
2006,SC,Other,"94,908",,,,,,
2006,SC,Other Biomass,"106,053",,,,,,
2006,SC,Other Gases,16,,,,,,
2006,SC,Petroleum,"236,917",,,,,,
2006,SC,Pumped Storage,"-1,119,899",,,,,,
2006,SC,Wood and Wood Derived Fuels,"1,804,384",,,,,,
2006,SD,Total,"7,132,243",,,,,,
2006,SD,Coal,"3,315,911",,,,,,
2006,SD,Hydroelectric Conventional,"3,396,833",,,,,,
2006,SD,Natural Gas,"265,817",,,,,,
2006,SD,Other,57,,,,,,
2006,SD,Petroleum,"4,660",,,,,,
2006,SD,Wind,"148,965",,,,,,
2006,TN,Total,"93,911,102",,,,,,
2006,TN,Coal,"60,497,846",,,,,,
2006,TN,Hydroelectric Conventional,"7,748,650",,,,,,
2006,TN,Natural Gas,"664,274",,,,,,
2006,TN,Nuclear,"24,678,777",,,,,,
2006,TN,Other,"4,637",,,,,,
2006,TN,Other Biomass,"58,183",,,,,,
2006,TN,Other Gases,"13,635",,,,,,
2006,TN,Petroleum,"160,224",,,,,,
2006,TN,Pumped Storage,"-667,540",,,,,,
2006,TN,Wind,"54,598",,,,,,
2006,TN,Wood and Wood Derived Fuels,"697,819",,,,,,
2006,TX,Total,"400,582,878",,,,,,
2006,TX,Coal,"146,391,341",,,,,,
2006,TX,Hydroelectric Conventional,"661,971",,,,,,
2006,TX,Natural Gas,"197,870,233",,,,,,
2006,TX,Nuclear,"41,264,278",,,,,,
2006,TX,Other,"989,208",,,,,,
2006,TX,Other Biomass,"255,701",,,,,,
2006,TX,Other Gases,"3,798,403",,,,,,
2006,TX,Petroleum,"1,789,183",,,,,,
2006,TX,Wind,"6,670,515",,,,,,
2006,TX,Wood and Wood Derived Fuels,"892,044",,,,,,
2006,US-TOTAL,Total,"4,064,702,227",,,,,,
2006,US-TOTAL,Coal,"1,990,511,135",,,,,,
2006,US-TOTAL,Geothermal,"14,568,029",,,,,,
2006,US-TOTAL,Hydroelectric Conventional,"289,246,416",,,,,,
2006,US-TOTAL,Natural Gas,"816,440,770",,,,,,
2006,US-TOTAL,Nuclear,"787,218,636",,,,,,
2006,US-TOTAL,Other,"12,974,399",,,,,,
2006,US-TOTAL,Other Biomass,"16,098,525",,,,,,
2006,US-TOTAL,Other Gases,"14,176,808",,,,,,
2006,US-TOTAL,Petroleum,"64,166,414",,,,,,
2006,US-TOTAL,Pumped Storage,"-6,557,842",,,,,,
2006,US-TOTAL,Solar Thermal and Photovoltaic,"507,706",,,,,,
2006,US-TOTAL,Wind,"26,589,137",,,,,,
2006,US-TOTAL,Wood and Wood Derived Fuels,"38,762,096",,,,,,
2006,UT,Total,"41,263,324",,,,,,
2006,UT,Coal,"36,855,550",,,,,,
2006,UT,Geothermal,"190,608",,,,,,
2006,UT,Hydroelectric Conventional,"746,783",,,,,,
2006,UT,Natural Gas,"3,388,550",,,,,,
2006,UT,Other,"4,838",,,,,,
2006,UT,Other Biomass,"14,868",,,,,,
2006,UT,Other Gases,0,,,,,,
2006,UT,Petroleum,"62,126",,,,,,
2006,VA,Total,"73,069,537",,,,,,
2006,VA,Coal,"34,288,141",,,,,,
2006,VA,Hydroelectric Conventional,"1,351,194",,,,,,
2006,VA,Natural Gas,"7,215,450",,,,,,
2006,VA,Nuclear,"27,593,516",,,,,,
2006,VA,Other,"491,019",,,,,,
2006,VA,Other Biomass,"678,408",,,,,,
2006,VA,Petroleum,"839,212",,,,,,
2006,VA,Pumped Storage,"-1,167,444",,,,,,
2006,VA,Wood and Wood Derived Fuels,"1,780,043",,,,,,
2006,VT,Total,"7,084,344",,,,,,
2006,VT,Hydroelectric Conventional,"1,518,665",,,,,,
2006,VT,Natural Gas,"1,875",,,,,,
2006,VT,Nuclear,"5,106,523",,,,,,
2006,VT,Petroleum,"7,371",,,,,,
2006,VT,Wind,"10,688",,,,,,
2006,VT,Wood and Wood Derived Fuels,"439,222",,,,,,
2006,WA,Total,"108,203,155",,,,,,
2006,WA,Coal,"6,372,823",,,,,,
2006,WA,Hydroelectric Conventional,"82,007,629",,,,,,
2006,WA,Natural Gas,"7,495,410",,,,,,
2006,WA,Nuclear,"9,328,277",,,,,,
2006,WA,Other,"62,185",,,,,,
2006,WA,Other Biomass,"184,014",,,,,,
2006,WA,Other Gases,"348,649",,,,,,
2006,WA,Petroleum,"38,230",,,,,,
2006,WA,Pumped Storage,"47,099",,,,,,
2006,WA,Wind,"1,037,651",,,,,,
2006,WA,Wood and Wood Derived Fuels,"1,281,189",,,,,,
2006,WI,Total,"61,639,843",,,,,,
2006,WI,Coal,"40,116,490",,,,,,
2006,WI,Hydroelectric Conventional,"1,678,598",,,,,,
2006,WI,Natural Gas,"5,358,482",,,,,,
2006,WI,Nuclear,"12,233,515",,,,,,
2006,WI,Other,"109,950",,,,,,
2006,WI,Other Biomass,"390,384",,,,,,
2006,WI,Petroleum,"877,186",,,,,,
2006,WI,Wind,"101,376",,,,,,
2006,WI,Wood and Wood Derived Fuels,"773,863",,,,,,
2006,WV,Total,"93,815,804",,,,,,
2006,WV,Coal,"91,473,321",,,,,,
2006,WV,Hydroelectric Conventional,"1,572,433",,,,,,
2006,WV,Natural Gas,"361,837",,,,,,
2006,WV,Other,"6,478",,,,,,
2006,WV,Other Biomass,296,,,,,,
2006,WV,Other Gases,"52,797",,,,,,
2006,WV,Petroleum,"174,886",,,,,,
2006,WV,Wind,"173,757",,,,,,
2006,WV,Wood and Wood Derived Fuels,0,,,,,,
2006,WY,Total,"45,400,370",,,,,,
2006,WY,Coal,"42,891,827",,,,,,
2006,WY,Hydroelectric Conventional,"843,316",,,,,,
2006,WY,Natural Gas,"501,270",,,,,,
2006,WY,Other,"49,032",,,,,,
2006,WY,Other Gases,"309,927",,,,,,
2006,WY,Petroleum,"45,937",,,,,,
2006,WY,Wind,"759,061",,,,,,
2007,AK,Total,"6,821,392",,,,,,
2007,AK,Coal,"641,409",,,,,,
2007,AK,Hydroelectric Conventional,"1,291,223",,,,,,
2007,AK,Natural Gas,"3,867,539",,,,,,
2007,AK,Other Biomass,"10,196",,,,,,
2007,AK,Petroleum,"1,009,990",,,,,,
2007,AK,Wind,"1,012",,,,,,
2007,AK,Wood and Wood Derived Fuels,22,,,,,,
2007,AL,Total,"143,826,271",,,,,,
2007,AL,Coal,"77,993,760",,,,,,
2007,AL,Hydroelectric Conventional,"4,136,114",,,,,,
2007,AL,Natural Gas,"23,231,776",,,,,,
2007,AL,Nuclear,"34,325,127",,,,,,
2007,AL,Other,"3,583",,,,,,
2007,AL,Other Biomass,"16,738",,,,,,
2007,AL,Other Gases,"178,368",,,,,,
2007,AL,Petroleum,"156,922",,,,,,
2007,AL,Wood and Wood Derived Fuels,"3,783,882",,,,,,
2007,AR,Total,"54,596,236",,,,,,
2007,AR,Coal,"25,744,180",,,,,,
2007,AR,Hydroelectric Conventional,"3,236,753",,,,,,
2007,AR,Natural Gas,"8,364,251",,,,,,
2007,AR,Nuclear,"15,486,102",,,,,,
2007,AR,Other,"17,449",,,,,,
2007,AR,Other Biomass,"42,941",,,,,,
2007,AR,Petroleum,"94,153",,,,,,
2007,AR,Pumped Storage,"29,604",,,,,,
2007,AR,Wood and Wood Derived Fuels,"1,580,803",,,,,,
2007,AZ,Total,"113,340,970",,,,,,
2007,AZ,Coal,"41,275,362",,,,,,
2007,AZ,Hydroelectric Conventional,"6,597,671",,,,,,
2007,AZ,Natural Gas,"38,469,221",,,,,,
2007,AZ,Nuclear,"26,782,391",,,,,,
2007,AZ,Other Biomass,"32,990",,,,,,
2007,AZ,Petroleum,"49,276",,,,,,
2007,AZ,Pumped Storage,"125,411",,,,,,
2007,AZ,Solar Thermal and Photovoltaic,"8,649",,,,,,
2007,CA,Total,"210,847,581",,,,,,
2007,CA,Coal,"2,298,306",,,,,,
2007,CA,Geothermal,"12,990,711",,,,,,
2007,CA,Hydroelectric Conventional,"27,327,751",,,,,,
2007,CA,Natural Gas,"115,700,470",,,,,,
2007,CA,Nuclear,"35,792,490",,,,,,
2007,CA,Other,"421,447",,,,,,
2007,CA,Other Biomass,"2,305,228",,,,,,
2007,CA,Other Gases,"1,818,106",,,,,,
2007,CA,Petroleum,"2,333,974",,,,,,
2007,CA,Pumped Storage,"309,779",,,,,,
2007,CA,Solar Thermal and Photovoltaic,"556,969",,,,,,
2007,CA,Wind,"5,584,933",,,,,,
2007,CA,Wood and Wood Derived Fuels,"3,407,416",,,,,,
2007,CO,Total,"53,907,492",,,,,,
2007,CO,Coal,"35,935,739",,,,,,
2007,CO,Hydroelectric Conventional,"1,729,533",,,,,,
2007,CO,Natural Gas,"15,013,901",,,,,,
2007,CO,Other,"41,190",,,,,,
2007,CO,Other Biomass,"31,105",,,,,,
2007,CO,Other Gases,"1,911",,,,,,
2007,CO,Petroleum,"28,450",,,,,,
2007,CO,Pumped Storage,"-168,061",,,,,,
2007,CO,Solar Thermal and Photovoltaic,"2,208",,,,,,
2007,CO,Wind,"1,291,516",,,,,,
2007,CO,Wood and Wood Derived Fuels,0,,,,,,
2007,CT,Total,"33,171,209",,,,,,
2007,CT,Coal,"3,738,723",,,,,,
2007,CT,Hydroelectric Conventional,"363,261",,,,,,
2007,CT,Natural Gas,"9,929,559",,,,,,
2007,CT,Nuclear,"16,386,142",,,,,,
2007,CT,Other,"725,586",,,,,,
2007,CT,Other Biomass,"728,164",,,,,,
2007,CT,Other Gases,"2,196",,,,,,
2007,CT,Petroleum,"1,311,259",,,,,,
2007,CT,Pumped Storage,"-15,355",,,,,,
2007,CT,Wood and Wood Derived Fuels,"1,676",,,,,,
2007,DC,Total,"75,251",,,,,,
2007,DC,Petroleum,"75,251",,,,,,
2007,DE,Total,"8,534,163",,,,,,
2007,DE,Coal,"5,621,822",,,,,,
2007,DE,Natural Gas,"1,901,984",,,,,,
2007,DE,Other Biomass,"48,116",,,,,,
2007,DE,Other Gases,"721,105",,,,,,
2007,DE,Petroleum,"241,136",,,,,,
2007,FL,Total,"225,416,060",,,,,,
2007,FL,Coal,"67,908,115",,,,,,
2007,FL,Hydroelectric Conventional,"154,446",,,,,,
2007,FL,Natural Gas,"100,307,183",,,,,,
2007,FL,Nuclear,"29,289,289",,,,,,
2007,FL,Other,"3,236,180",,,,,,
2007,FL,Other Biomass,"2,373,019",,,,,,
2007,FL,Other Gases,"15,162",,,,,,
2007,FL,Petroleum,"20,202,867",,,,,,
2007,FL,Wood and Wood Derived Fuels,"1,929,798",,,,,,
2007,GA,Total,"145,155,158",,,,,,
2007,GA,Coal,"90,297,529",,,,,,
2007,GA,Hydroelectric Conventional,"2,236,188",,,,,,
2007,GA,Natural Gas,"16,078,944",,,,,,
2007,GA,Nuclear,"32,544,998",,,,,,
2007,GA,Other,"115,499",,,,,,
2007,GA,Other Biomass,"53,324",,,,,,
2007,GA,Petroleum,"788,227",,,,,,
2007,GA,Pumped Storage,"-321,649",,,,,,
2007,GA,Wood and Wood Derived Fuels,"3,362,097",,,,,,
2007,HI,Total,"11,533,350",,,,,,
2007,HI,Coal,"1,578,931",,,,,,
2007,HI,Geothermal,"229,886",,,,,,
2007,HI,Hydroelectric Conventional,"92,343",,,,,,
2007,HI,Other,"149,295",,,,,,
2007,HI,Other Biomass,"285,277",,,,,,
2007,HI,Other Gases,"45,226",,,,,,
2007,HI,Petroleum,"8,914,207",,,,,,
2007,HI,Wind,"238,184",,,,,,
2007,IA,Total,"49,789,217",,,,,,
2007,IA,Coal,"37,985,566",,,,,,
2007,IA,Hydroelectric Conventional,"962,346",,,,,,
2007,IA,Natural Gas,"3,090,879",,,,,,
2007,IA,Nuclear,"4,518,875",,,,,,
2007,IA,Other,"11,861",,,,,,
2007,IA,Other Biomass,"151,084",,,,,,
2007,IA,Petroleum,"311,915",,,,,,
2007,IA,Wind,"2,756,676",,,,,,
2007,IA,Wood and Wood Derived Fuels,16,,,,,,
2007,ID,Total,"11,484,091",,,,,,
2007,ID,Coal,"83,564",,,,,,
2007,ID,Hydroelectric Conventional,"9,021,690",,,,,,
2007,ID,Natural Gas,"1,657,255",,,,,,
2007,ID,Other,"68,599",,,,,,
2007,ID,Petroleum,134,,,,,,
2007,ID,Wind,"172,267",,,,,,
2007,ID,Wood and Wood Derived Fuels,"480,582",,,,,,
