YEAR,STATE,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
1998,GA,Total,"115,323,706",,,,,,
1998,GA,Coal,"70,878,052",,,,,,
1998,GA,Hydroelectric Conventional,"5,234,521",,,,,,
1998,GA,Natural Gas,"3,293,140",,,,,,
1998,GA,Nuclear,"31,380,401",,,,,,
1998,GA,Other,"6,681",,,,,,
1998,GA,Other Biomass,"54,348",,,,,,
1998,GA,Petroleum,"1,571,191",,,,,,
1998,GA,Pumped Storage,"-172,698",,,,,,
1998,GA,Wood and Wood Derived Fuels,"3,078,070",,,,,,
1998,HI,Total,"10,228,082",,,,,,
1998,HI,Coal,"1,434,868",,,,,,
1998,HI,Geothermal,"237,083",,,,,,
1998,HI,Hydroelectric Conventional,"121,273",,,,,,
1998,HI,Other Biomass,"504,066",,,,,,
1998,HI,Other Gases,"60,443",,,,,,
1998,HI,Petroleum,"7,851,068",,,,,,
1998,HI,Wind,"19,281",,,,,,
1998,IA,Total,"38,448,789",,,,,,
1998,IA,Coal,"32,999,971",,,,,,
1998,IA,Hydroelectric Conventional,"912,915",,,,,,
1998,IA,Natural Gas,"560,892",,,,,,
1998,IA,Nuclear,"3,767,513",,,,,,
1998,IA,Other Biomass,"89,877",,,,,,
1998,IA,Petroleum,"116,543",,,,,,
1998,IA,Wind,89,,,,,,
1998,IA,Wood and Wood Derived Fuels,989,,,,,,
1998,ID,Total,"13,908,673",,,,,,
1998,ID,Coal,"48,120",,,,,,
1998,ID,Hydroelectric Conventional,"12,935,550",,,,,,
1998,ID,Natural Gas,"337,152",,,,,,
1998,ID,Other,"83,514",,,,,,
1998,ID,Other Biomass,50,,,,,,
1998,ID,Petroleum,625,,,,,,
1998,ID,Wood and Wood Derived Fuels,"503,662",,,,,,
1998,IL,Total,"138,464,562",,,,,,
1998,IL,Coal,"75,355,161",,,,,,
1998,IL,Hydroelectric Conventional,"137,713",,,,,,
1998,IL,Natural Gas,"5,524,342",,,,,,
1998,IL,Nuclear,"55,595,668",,,,,,
1998,IL,Other,"19,310",,,,,,
1998,IL,Other Biomass,"625,894",,,,,,
1998,IL,Other Gases,"342,824",,,,,,
1998,IL,Petroleum,"862,421",,,,,,
1998,IL,Wood and Wood Derived Fuels,"1,229",,,,,,
1998,IN,Total,"117,471,525",,,,,,
1998,IN,Coal,"111,818,095",,,,,,
1998,IN,Hydroelectric Conventional,"478,668",,,,,,
1998,IN,Natural Gas,"2,077,154",,,,,,
1998,IN,Other Biomass,"124,111",,,,,,
1998,IN,Other Gases,"1,896,396",,,,,,
1998,IN,Petroleum,"1,077,101",,,,,,
1998,KS,Total,"41,585,228",,,,,,
1998,KS,Coal,"28,023,687",,,,,,
1998,KS,Hydroelectric Conventional,"11,425",,,,,,
1998,KS,Natural Gas,"3,016,797",,,,,,
1998,KS,Nuclear,"10,410,718",,,,,,
1998,KS,Petroleum,"122,601",,,,,,
1998,KY,Total,"90,933,028",,,,,,
1998,KY,Coal,"86,838,802",,,,,,
1998,KY,Hydroelectric Conventional,"3,116,018",,,,,,
1998,KY,Natural Gas,"497,608",,,,,,
1998,KY,Petroleum,"464,948",,,,,,
1998,KY,Wood and Wood Derived Fuels,"15,652",,,,,,
1998,LA,Total,"89,648,611",,,,,,
1998,LA,Coal,"20,781,530",,,,,,
1998,LA,Hydroelectric Conventional,"1,062,824",,,,,,
1998,LA,Natural Gas,"44,975,196",,,,,,
1998,LA,Nuclear,"16,427,501",,,,,,
1998,LA,Other,"318,093",,,,,,
1998,LA,Other Biomass,"153,407",,,,,,
1998,LA,Other Gases,"918,066",,,,,,
1998,LA,Petroleum,"2,293,520",,,,,,
1998,LA,Wood and Wood Derived Fuels,"2,718,474",,,,,,
1998,MA,Total,"45,683,616",,,,,,
1998,MA,Coal,"11,199,758",,,,,,
1998,MA,Hydroelectric Conventional,"1,029,741",,,,,,
1998,MA,Natural Gas,"11,621,828",,,,,,
1998,MA,Nuclear,"5,698,414",,,,,,
1998,MA,Other Biomass,"1,937,066",,,,,,
1998,MA,Petroleum,"14,534,366",,,,,,
1998,MA,Pumped Storage,"-455,585",,,,,,
1998,MA,Wind,0,,,,,,
1998,MA,Wood and Wood Derived Fuels,"118,028",,,,,,
1998,MD,Total,"50,653,017",,,,,,
1998,MD,Coal,"29,294,727",,,,,,
1998,MD,Hydroelectric Conventional,"1,739,737",,,,,,
1998,MD,Natural Gas,"1,990,596",,,,,,
1998,MD,Nuclear,"13,330,598",,,,,,
1998,MD,Other Biomass,"605,046",,,,,,
1998,MD,Other Gases,"82,316",,,,,,
1998,MD,Petroleum,"3,454,350",,,,,,
1998,MD,Wood and Wood Derived Fuels,"155,647",,,,,,
1998,ME,Total,"11,003,317",,,,,,
1998,ME,Coal,"588,362",,,,,,
1998,ME,Hydroelectric Conventional,"3,715,966",,,,,,
1998,ME,Natural Gas,"3,369",,,,,,
1998,ME,Nuclear,0,,,,,,
1998,ME,Other Biomass,"798,697",,,,,,
1998,ME,Other Gases,"4,943",,,,,,
1998,ME,Petroleum,"3,145,163",,,,,,
1998,ME,Wood and Wood Derived Fuels,"2,746,817",,,,,,
1998,MI,Total,"100,477,394",,,,,,
1998,MI,Coal,"70,472,657",,,,,,
1998,MI,Hydroelectric Conventional,"1,397,118",,,,,,
1998,MI,Natural Gas,"13,085,180",,,,,,
1998,MI,Nuclear,"12,494,153",,,,,,
1998,MI,Other,"19,628",,,,,,
1998,MI,Other Biomass,"1,002,090",,,,,,
1998,MI,Other Gases,"5,294",,,,,,
1998,MI,Petroleum,"1,171,661",,,,,,
1998,MI,Pumped Storage,"-930,349",,,,,,
1998,MI,Wind,0,,,,,,
1998,MI,Wood and Wood Derived Fuels,"1,759,962",,,,,,
1998,MN,Total,"48,017,905",,,,,,
1998,MN,Coal,"31,806,877",,,,,,
1998,MN,Hydroelectric Conventional,"954,643",,,,,,
1998,MN,Natural Gas,"1,596,032",,,,,,
1998,MN,Nuclear,"11,644,106",,,,,,
1998,MN,Other Biomass,"770,110",,,,,,
1998,MN,Petroleum,"667,271",,,,,,
1998,MN,Wind,"146,852",,,,,,
1998,MN,Wood and Wood Derived Fuels,"432,014",,,,,,
1998,MO,Total,"75,187,346",,,,,,
1998,MO,Coal,"62,726,176",,,,,,
1998,MO,Hydroelectric Conventional,"2,346,585",,,,,,
1998,MO,Natural Gas,"1,264,810",,,,,,
1998,MO,Nuclear,"8,516,773",,,,,,
1998,MO,Other Biomass,"88,884",,,,,,
1998,MO,Petroleum,"321,821",,,,,,
1998,MO,Pumped Storage,"-77,703",,,,,,
1998,MS,Total,"34,409,056",,,,,,
1998,MS,Coal,"11,779,543",,,,,,
1998,MS,Natural Gas,"6,576,972",,,,,,
1998,MS,Nuclear,"9,190,528",,,,,,
1998,MS,Other Biomass,685,,,,,,
1998,MS,Petroleum,"5,425,222",,,,,,
1998,MS,Wood and Wood Derived Fuels,"1,436,106",,,,,,
1998,MT,Total,"28,460,518",,,,,,
1998,MT,Coal,"16,784,786",,,,,,
1998,MT,Hydroelectric Conventional,"11,117,940",,,,,,
1998,MT,Natural Gas,"55,776",,,,,,
1998,MT,Other Gases,"31,136",,,,,,
1998,MT,Petroleum,"426,731",,,,,,
1998,MT,Wood and Wood Derived Fuels,"44,149",,,,,,
1998,NC,Total,"121,378,824",,,,,,
1998,NC,Coal,"72,949,463",,,,,,
1998,NC,Hydroelectric Conventional,"5,738,207",,,,,,
1998,NC,Natural Gas,"1,284,357",,,,,,
1998,NC,Nuclear,"38,778,211",,,,,,
1998,NC,Other,"249,356",,,,,,
1998,NC,Other Biomass,"88,422",,,,,,
1998,NC,Petroleum,"691,314",,,,,,
1998,NC,Pumped Storage,"65,672",,,,,,
1998,NC,Wood and Wood Derived Fuels,"1,533,822",,,,,,
1998,ND,Total,"30,671,951",,,,,,
1998,ND,Coal,"28,256,860",,,,,,
1998,ND,Hydroelectric Conventional,"2,295,948",,,,,,
1998,ND,Natural Gas,729,,,,,,
1998,ND,Other Biomass,"1,524",,,,,,
1998,ND,Other Gases,"52,366",,,,,,
1998,ND,Petroleum,"64,524",,,,,,
1998,NE,Total,"28,796,791",,,,,,
1998,NE,Coal,"18,380,471",,,,,,
1998,NE,Hydroelectric Conventional,"1,682,834",,,,,,
1998,NE,Natural Gas,"414,483",,,,,,
1998,NE,Nuclear,"8,258,803",,,,,,
1998,NE,Other Biomass,"17,593",,,,,,
1998,NE,Petroleum,"42,607",,,,,,
1998,NE,Wind,0,,,,,,
1998,NH,Total,"16,088,853",,,,,,
1998,NH,Coal,"3,513,065",,,,,,
1998,NH,Hydroelectric Conventional,"1,596,748",,,,,,
1998,NH,Natural Gas,"23,309",,,,,,
1998,NH,Nuclear,"8,387,023",,,,,,
1998,NH,Other Biomass,"233,805",,,,,,
1998,NH,Petroleum,"1,453,854",,,,,,
1998,NH,Wood and Wood Derived Fuels,"881,049",,,,,,
1998,NJ,Total,"53,857,633",,,,,,
1998,NJ,Coal,"7,645,226",,,,,,
1998,NJ,Hydroelectric Conventional,"20,670",,,,,,
1998,NJ,Natural Gas,"16,480,826",,,,,,
1998,NJ,Nuclear,"27,132,139",,,,,,
1998,NJ,Other,"25,187",,,,,,
1998,NJ,Other Biomass,"1,310,817",,,,,,
1998,NJ,Other Gases,"659,128",,,,,,
1998,NJ,Petroleum,"729,873",,,,,,
1998,NJ,Pumped Storage,"-146,233",,,,,,
1998,NM,Total,"32,324,069",,,,,,
1998,NM,Coal,"27,537,426",,,,,,
1998,NM,Hydroelectric Conventional,"236,412",,,,,,
1998,NM,Natural Gas,"4,513,549",,,,,,
1998,NM,Other Biomass,"9,206",,,,,,
1998,NM,Petroleum,"27,476",,,,,,
1998,NV,Total,"30,613,520",,,,,,
1998,NV,Coal,"17,161,341",,,,,,
1998,NV,Geothermal,"1,537,094",,,,,,
1998,NV,Hydroelectric Conventional,"3,166,325",,,,,,
1998,NV,Natural Gas,"8,690,829",,,,,,
1998,NV,Other,"6,399",,,,,,
1998,NV,Petroleum,"51,532",,,,,,
1998,NY,Total,"144,863,248",,,,,,
1998,NY,Coal,"25,264,780",,,,,,
1998,NY,Hydroelectric Conventional,"29,315,778",,,,,,
1998,NY,Natural Gas,"42,471,599",,,,,,
1998,NY,Nuclear,"31,313,708",,,,,,
1998,NY,Other Biomass,"2,180,546",,,,,,
1998,NY,Other Gases,"88,313",,,,,,
1998,NY,Petroleum,"14,900,782",,,,,,
1998,NY,Pumped Storage,"-1,157,681",,,,,,
1998,NY,Wood and Wood Derived Fuels,"485,423",,,,,,
1998,OH,Total,"147,940,057",,,,,,
1998,OH,Coal,"129,223,181",,,,,,
1998,OH,Hydroelectric Conventional,"406,427",,,,,,
1998,OH,Natural Gas,"677,578",,,,,,
1998,OH,Nuclear,"16,475,732",,,,,,
1998,OH,Other Biomass,241,,,,,,
1998,OH,Other Gases,"185,762",,,,,,
1998,OH,Petroleum,"370,838",,,,,,
1998,OH,Wood and Wood Derived Fuels,"600,298",,,,,,
1998,OK,Total,"56,229,243",,,,,,
1998,OK,Coal,"34,224,030",,,,,,
1998,OK,Hydroelectric Conventional,"3,508,748",,,,,,
1998,OK,Natural Gas,"18,301,418",,,,,,
1998,OK,Other Biomass,"1,980",,,,,,
1998,OK,Other Gases,"49,819",,,,,,
1998,OK,Petroleum,"13,892",,,,,,
1998,OK,Pumped Storage,"-88,735",,,,,,
1998,OK,Wood and Wood Derived Fuels,"218,091",,,,,,
1998,OR,Total,"51,148,484",,,,,,
1998,OR,Coal,"3,374,622",,,,,,
1998,OR,Hydroelectric Conventional,"39,902,167",,,,,,
1998,OR,Natural Gas,"7,250,065",,,,,,
1998,OR,Other Biomass,"92,626",,,,,,
1998,OR,Petroleum,"33,632",,,,,,
1998,OR,Wind,"19,523",,,,,,
1998,OR,Wood and Wood Derived Fuels,"475,849",,,,,,
1998,PA,Total,"191,191,518",,,,,,
1998,PA,Coal,"116,387,155",,,,,,
1998,PA,Hydroelectric Conventional,"2,381,352",,,,,,
1998,PA,Natural Gas,"3,890,017",,,,,,
1998,PA,Nuclear,"61,149,224",,,,,,
1998,PA,Other,"40,772",,,,,,
1998,PA,Other Biomass,"1,893,649",,,,,,
1998,PA,Other Gases,"630,761",,,,,,
1998,PA,Petroleum,"4,506,729",,,,,,
1998,PA,Pumped Storage,"-459,733",,,,,,
1998,PA,Wood and Wood Derived Fuels,"771,592",,,,,,
1998,RI,Total,"7,674,511",,,,,,
1998,RI,Coal,0,,,,,,
1998,RI,Hydroelectric Conventional,"8,676",,,,,,
1998,RI,Natural Gas,"7,476,374",,,,,,
1998,RI,Other Biomass,"111,155",,,,,,
1998,RI,Petroleum,"78,306",,,,,,
1998,SC,Total,"87,246,561",,,,,,
1998,SC,Coal,"32,969,699",,,,,,
1998,SC,Hydroelectric Conventional,"3,569,417",,,,,,
1998,SC,Natural Gas,"877,465",,,,,,
1998,SC,Nuclear,"48,759,447",,,,,,
1998,SC,Other,"4,446",,,,,,
1998,SC,Other Biomass,"62,332",,,,,,
1998,SC,Other Gases,92,,,,,,
1998,SC,Petroleum,"451,663",,,,,,
1998,SC,Pumped Storage,"-989,870",,,,,,
1998,SC,Wood and Wood Derived Fuels,"1,541,870",,,,,,
1998,SD,Total,"9,088,990",,,,,,
1998,SD,Coal,"3,094,113",,,,,,
1998,SD,Hydroelectric Conventional,"5,757,600",,,,,,
1998,SD,Natural Gas,"210,726",,,,,,
1998,SD,Petroleum,"26,551",,,,,,
1998,TN,Total,"97,728,457",,,,,,
1998,TN,Coal,"56,832,939",,,,,,
1998,TN,Hydroelectric Conventional,"10,806,028",,,,,,
1998,TN,Natural Gas,"857,863",,,,,,
1998,TN,Nuclear,"28,387,543",,,,,,
1998,TN,Other,"96,856",,,,,,
1998,TN,Other Biomass,"52,293",,,,,,
1998,TN,Other Gases,"15,845",,,,,,
1998,TN,Petroleum,"706,174",,,,,,
1998,TN,Pumped Storage,"-622,336",,,,,,
1998,TN,Wood and Wood Derived Fuels,"595,252",,,,,,
1998,TX,Total,"355,320,164",,,,,,
1998,TX,Coal,"135,426,025",,,,,,
1998,TX,Hydroelectric Conventional,"1,424,821",,,,,,
1998,TX,Natural Gas,"172,143,924",,,,,,
1998,TX,Nuclear,"38,685,129",,,,,,
1998,TX,Other,"553,334",,,,,,
1998,TX,Other Biomass,"94,345",,,,,,
1998,TX,Other Gases,"4,077,715",,,,,,
1998,TX,Petroleum,"1,580,092",,,,,,
1998,TX,Solar Thermal and Photovoltaic,134,,,,,,
1998,TX,Wind,"80,036",,,,,,
1998,TX,Wood and Wood Derived Fuels,"1,254,609",,,,,,
1998,US-TOTAL,Total,"3,620,295,498",,,,,,
1998,US-TOTAL,Coal,"1,873,515,690",,,,,,
1998,US-TOTAL,Geothermal,"14,773,918",,,,,,
1998,US-TOTAL,Hydroelectric Conventional,"323,335,661",,,,,,
1998,US-TOTAL,Natural Gas,"531,257,104",,,,,,
1998,US-TOTAL,Nuclear,"673,702,104",,,,,,
1998,US-TOTAL,Other,"3,571,410",,,,,,
1998,US-TOTAL,Other Biomass,"22,447,935",,,,,,
1998,US-TOTAL,Other Gases,"13,492,230",,,,,,
1998,US-TOTAL,Petroleum,"128,800,173",,,,,,
1998,US-TOTAL,Pumped Storage,"-4,467,280",,,,,,
1998,US-TOTAL,Solar Thermal and Photovoltaic,"502,473",,,,,,
1998,US-TOTAL,Wind,"3,025,696",,,,,,
1998,US-TOTAL,Wood and Wood Derived Fuels,"36,338,384",,,,,,
1998,UT,Total,"35,910,430",,,,,,
1998,UT,Coal,"33,587,674",,,,,,
1998,UT,Geothermal,"160,057",,,,,,
1998,UT,Hydroelectric Conventional,"1,314,711",,,,,,
1998,UT,Natural Gas,"528,257",,,,,,
1998,UT,Other Gases,"284,783",,,,,,
1998,UT,Petroleum,"34,948",,,,,,
1998,UT,Pumped Storage,0,,,,,,
1998,VA,Total,"72,199,439",,,,,,
1998,VA,Coal,"34,875,765",,,,,,
1998,VA,Hydroelectric Conventional,"1,283,295",,,,,,
1998,VA,Natural Gas,"4,236,745",,,,,,
1998,VA,Nuclear,"27,234,399",,,,,,
1998,VA,Other Biomass,"1,061,374",,,,,,
1998,VA,Other Gases,58,,,,,,
1998,VA,Petroleum,"2,926,054",,,,,,
1998,VA,Pumped Storage,"-955,440",,,,,,
1998,VA,Solar Thermal and Photovoltaic,0,,,,,,
1998,VA,Wood and Wood Derived Fuels,"1,537,189",,,,,,
1998,VT,Total,"4,946,297",,,,,,
1998,VT,Hydroelectric Conventional,"1,194,049",,,,,,
1998,VT,Natural Gas,827,,,,,,
1998,VT,Nuclear,"3,357,696",,,,,,
1998,VT,Petroleum,"42,295",,,,,,
1998,VT,Wind,0,,,,,,
1998,VT,Wood and Wood Derived Fuels,"351,430",,,,,,
1998,WA,Total,"102,158,508",,,,,,
1998,WA,Coal,"9,312,205",,,,,,
1998,WA,Hydroelectric Conventional,"79,814,652",,,,,,
1998,WA,Natural Gas,"4,346,349",,,,,,
1998,WA,Nuclear,"6,916,065",,,,,,
1998,WA,Other,"1,541",,,,,,
1998,WA,Other Biomass,"211,461",,,,,,
1998,WA,Other Gases,"348,881",,,,,,
1998,WA,Petroleum,"87,043",,,,,,
1998,WA,Pumped Storage,0,,,,,,
1998,WA,Wood and Wood Derived Fuels,"1,120,311",,,,,,
1998,WI,Total,"56,447,431",,,,,,
1998,WI,Coal,"41,023,993",,,,,,
1998,WI,Hydroelectric Conventional,"1,747,424",,,,,,
1998,WI,Natural Gas,"2,484,275",,,,,,
1998,WI,Nuclear,"9,397,174",,,,,,
1998,WI,Other Biomass,"369,618",,,,,,
1998,WI,Petroleum,"491,495",,,,,,
1998,WI,Wood and Wood Derived Fuels,"933,452",,,,,,
1998,WV,Total,"92,822,186",,,,,,
1998,WV,Coal,"91,213,355",,,,,,
1998,WV,Hydroelectric Conventional,"1,086,344",,,,,,
1998,WV,Natural Gas,"184,473",,,,,,
1998,WV,Other,215,,,,,,
1998,WV,Other Gases,"136,854",,,,,,
1998,WV,Petroleum,"200,945",,,,,,
1998,WY,Total,"45,347,296",,,,,,
1998,WY,Coal,"43,504,063",,,,,,
1998,WY,Hydroelectric Conventional,"1,342,322",,,,,,
1998,WY,Natural Gas,"368,414",,,,,,
1998,WY,Other,"77,316",,,,,,
1998,WY,Other Gases,"7,505",,,,,,
1998,WY,Petroleum,"45,631",,,,,,
1998,WY,Wind,"2,045",,,,,,
1999,AK,Total,"5,802,308",,,,,,
1999,AK,Coal,"523,369",,,,,,
1999,AK,Hydroelectric Conventional,"816,608",,,,,,
1999,AK,Natural Gas,"3,588,075",,,,,,
1999,AK,Petroleum,"874,256",,,,,,
1999,AK,Wind,0,,,,,,
1999,AL,Total,"120,657,508",,,,,,
1999,AL,Coal,"73,754,727",,,,,,
1999,AL,Hydroelectric Conventional,"7,759,602",,,,,,
1999,AL,Natural Gas,"3,348,545",,,,,,
1999,AL,Nuclear,"30,892,394",,,,,,
1999,AL,Other,827,,,,,,
1999,AL,Other Biomass,"14,330",,,,,,
1999,AL,Other Gases,"288,151",,,,,,
1999,AL,Petroleum,"316,313",,,,,,
1999,AL,Wood and Wood Derived Fuels,"4,282,619",,,,,,
1999,AR,Total,"46,553,939",,,,,,
1999,AR,Coal,"24,668,807",,,,,,
1999,AR,Hydroelectric Conventional,"2,694,334",,,,,,
1999,AR,Natural Gas,"4,542,596",,,,,,
1999,AR,Nuclear,"12,919,550",,,,,,
1999,AR,Other,"2,781",,,,,,
1999,AR,Other Biomass,"5,227",,,,,,
1999,AR,Other Gases,147,,,,,,
1999,AR,Petroleum,"159,965",,,,,,
1999,AR,Pumped Storage,0,,,,,,
1999,AR,Wood and Wood Derived Fuels,"1,560,532",,,,,,
1999,AZ,Total,"83,893,173",,,,,,
1999,AZ,Coal,"38,305,165",,,,,,
1999,AZ,Hydroelectric Conventional,"9,758,817",,,,,,
1999,AZ,Natural Gas,"5,034,445",,,,,,
1999,AZ,Nuclear,"30,415,572",,,,,,
1999,AZ,Other Biomass,"4,784",,,,,,
1999,AZ,Petroleum,"50,355",,,,,,
1999,AZ,Pumped Storage,"324,035",,,,,,
1999,AZ,Solar Thermal and Photovoltaic,0,,,,,,
1999,CA,Total,"188,319,223",,,,,,
1999,CA,Coal,"2,296,082",,,,,,
1999,CA,Geothermal,"13,045,715",,,,,,
1999,CA,Hydroelectric Conventional,"40,736,667",,,,,,
1999,CA,Natural Gas,"85,098,862",,,,,,
1999,CA,Nuclear,"33,371,857",,,,,,
1999,CA,Other,"23,427",,,,,,
1999,CA,Other Biomass,"2,382,646",,,,,,
1999,CA,Other Gases,"2,417,613",,,,,,
1999,CA,Petroleum,"2,137,916",,,,,,
1999,CA,Pumped Storage,"-386,214",,,,,,
1999,CA,Solar Thermal and Photovoltaic,"494,996",,,,,,
1999,CA,Wind,"3,229,953",,,,,,
1999,CA,Wood and Wood Derived Fuels,"3,469,703",,,,,,
1999,CO,Total,"39,521,288",,,,,,
1999,CO,Coal,"32,877,064",,,,,,
1999,CO,Hydroelectric Conventional,"1,562,485",,,,,,
1999,CO,Natural Gas,"4,967,383",,,,,,
1999,CO,Other Biomass,"31,772",,,,,,
1999,CO,Petroleum,"46,235",,,,,,
1999,CO,Pumped Storage,"36,349",,,,,,
1999,CT,Total,"28,596,898",,,,,,
1999,CT,Coal,"1,486,067",,,,,,
1999,CT,Hydroelectric Conventional,"421,962",,,,,,
1999,CT,Natural Gas,"3,601,593",,,,,,
1999,CT,Nuclear,"12,675,262",,,,,,
1999,CT,Other,0,,,,,,
1999,CT,Other Biomass,"2,105,977",,,,,,
1999,CT,Other Gases,"34,831",,,,,,
1999,CT,Petroleum,"8,268,315",,,,,,
1999,CT,Pumped Storage,"2,891",,,,,,
1999,DC,Total,"230,003",,,,,,
1999,DC,Petroleum,"230,003",,,,,,
1999,DE,Total,"6,851,738",,,,,,
1999,DE,Coal,"2,834,711",,,,,,
1999,DE,Natural Gas,"2,242,791",,,,,,
1999,DE,Other Gases,"169,685",,,,,,
1999,DE,Petroleum,"1,604,551",,,,,,
1999,FL,Total,"187,263,426",,,,,,
1999,FL,Coal,"67,629,927",,,,,,
1999,FL,Hydroelectric Conventional,"140,175",,,,,,
1999,FL,Natural Gas,"43,166,956",,,,,,
1999,FL,Nuclear,"31,526,285",,,,,,
1999,FL,Other,"2,038,076",,,,,,
1999,FL,Other Biomass,"3,535,397",,,,,,
1999,FL,Other Gases,"26,619",,,,,,
1999,FL,Petroleum,"37,130,630",,,,,,
1999,FL,Wood and Wood Derived Fuels,"2,069,361",,,,,,
1999,GA,Total,"117,338,745",,,,,,
1999,GA,Coal,"75,144,659",,,,,,
1999,GA,Hydroelectric Conventional,"2,751,174",,,,,,
1999,GA,Natural Gas,"3,228,769",,,,,,
1999,GA,Nuclear,"31,478,122",,,,,,
1999,GA,Other,"9,069",,,,,,
1999,GA,Other Biomass,"47,112",,,,,,
1999,GA,Petroleum,"1,562,467",,,,,,
1999,GA,Pumped Storage,"-48,086",,,,,,
1999,GA,Wood and Wood Derived Fuels,"3,165,459",,,,,,
1999,HI,Total,"10,403,926",,,,,,
1999,HI,Coal,"1,440,245",,,,,,
1999,HI,Geothermal,"210,857",,,,,,
1999,HI,Hydroelectric Conventional,"114,902",,,,,,
1999,HI,Other Biomass,"576,595",,,,,,
1999,HI,Other Gases,"49,511",,,,,,
1999,HI,Petroleum,"7,995,322",,,,,,
1999,HI,Wind,"16,494",,,,,,
1999,IA,Total,"38,801,481",,,,,,
1999,IA,Coal,"33,154,236",,,,,,
1999,IA,Hydroelectric Conventional,"945,622",,,,,,
1999,IA,Natural Gas,"507,375",,,,,,
1999,IA,Nuclear,"3,640,258",,,,,,
1999,IA,Other Biomass,"90,577",,,,,,
1999,IA,Petroleum,"136,453",,,,,,
1999,IA,Wind,"326,354",,,,,,
1999,IA,Wood and Wood Derived Fuels,606,,,,,,
1999,ID,Total,"14,436,648",,,,,,
1999,ID,Coal,"51,887",,,,,,
1999,ID,Hydroelectric Conventional,"13,499,151",,,,,,
1999,ID,Natural Gas,"331,610",,,,,,
1999,ID,Other,"81,071",,,,,,
1999,ID,Petroleum,244,,,,,,
1999,ID,Wood and Wood Derived Fuels,"472,685",,,,,,
1999,IL,Total,"163,410,520",,,,,,
1999,IL,Coal,"75,089,527",,,,,,
1999,IL,Hydroelectric Conventional,"142,094",,,,,,
1999,IL,Natural Gas,"4,996,528",,,,,,
1999,IL,Nuclear,"81,743,889",,,,,,
1999,IL,Other,"20,883",,,,,,
1999,IL,Other Biomass,"695,584",,,,,,
1999,IL,Other Gases,"321,263",,,,,,
1999,IL,Petroleum,"400,486",,,,,,
1999,IL,Wood and Wood Derived Fuels,266,,,,,,
1999,IN,Total,"121,764,501",,,,,,
1999,IN,Coal,"115,209,205",,,,,,
1999,IN,Hydroelectric Conventional,"406,974",,,,,,
1999,IN,Natural Gas,"2,109,121",,,,,,
1999,IN,Other,"23,876",,,,,,
1999,IN,Other Biomass,"125,978",,,,,,
1999,IN,Other Gases,"2,968,890",,,,,,
1999,IN,Petroleum,"920,457",,,,,,
1999,KS,Total,"42,070,230",,,,,,
1999,KS,Coal,"29,649,100",,,,,,
1999,KS,Hydroelectric Conventional,"12,367",,,,,,
1999,KS,Natural Gas,"2,940,799",,,,,,
1999,KS,Nuclear,"9,156,619",,,,,,
1999,KS,Petroleum,"311,345",,,,,,
1999,KY,Total,"92,681,908",,,,,,
1999,KY,Coal,"89,522,933",,,,,,
1999,KY,Hydroelectric Conventional,"2,556,572",,,,,,
1999,KY,Natural Gas,"462,510",,,,,,
1999,KY,Petroleum,"127,484",,,,,,
1999,KY,Wood and Wood Derived Fuels,"12,409",,,,,,
1999,LA,Total,"89,941,753",,,,,,
1999,LA,Coal,"21,182,104",,,,,,
1999,LA,Hydroelectric Conventional,"801,826",,,,,,
1999,LA,Natural Gas,"47,998,719",,,,,,
1999,LA,Nuclear,"13,111,604",,,,,,
1999,LA,Other,"403,454",,,,,,
1999,LA,Other Biomass,"125,718",,,,,,
1999,LA,Other Gases,"1,651,269",,,,,,
1999,LA,Petroleum,"1,932,461",,,,,,
1999,LA,Wood and Wood Derived Fuels,"2,734,598",,,,,,
1999,MA,Total,"40,575,392",,,,,,
1999,MA,Coal,"11,169,847",,,,,,
1999,MA,Hydroelectric Conventional,"974,568",,,,,,
1999,MA,Natural Gas,"11,104,399",,,,,,
1999,MA,Nuclear,"4,518,426",,,,,,
1999,MA,Other Biomass,"1,938,120",,,,,,
1999,MA,Petroleum,"11,241,950",,,,,,
1999,MA,Pumped Storage,"-469,367",,,,,,
1999,MA,Wind,0,,,,,,
1999,MA,Wood and Wood Derived Fuels,"97,449",,,,,,
1999,MD,Total,"51,685,621",,,,,,
1999,MD,Coal,"29,687,655",,,,,,
1999,MD,Hydroelectric Conventional,"1,424,197",,,,,,
1999,MD,Natural Gas,"2,125,193",,,,,,
1999,MD,Nuclear,"13,312,335",,,,,,
1999,MD,Other Biomass,"614,474",,,,,,
1999,MD,Other Gases,"59,891",,,,,,
1999,MD,Petroleum,"4,290,788",,,,,,
1999,MD,Wood and Wood Derived Fuels,"171,088",,,,,,
1999,ME,Total,"12,673,929",,,,,,
1999,ME,Coal,"494,407",,,,,,
1999,ME,Hydroelectric Conventional,"3,755,956",,,,,,
1999,ME,Natural Gas,"80,735",,,,,,
1999,ME,Other Biomass,"527,760",,,,,,
1999,ME,Other Gases,"4,517",,,,,,
1999,ME,Petroleum,"4,711,421",,,,,,
1999,ME,Wood and Wood Derived Fuels,"3,099,133",,,,,,
1999,MI,Total,"103,239,715",,,,,,
1999,MI,Coal,"70,404,994",,,,,,
1999,MI,Hydroelectric Conventional,"1,458,333",,,,,,
1999,MI,Natural Gas,"13,513,755",,,,,,
