YYMM,State,Coal,NG,Petroleum
201207,KY,2.46,3.55,21.85
201207,LA,2.8,3.09,21.25
201207,MA,0,4.49,0
201207,MD,3.41,0,20.82
201207,ME,0,4.68,20.82
201207,MI,2.75,3.34,21.4
201207,MN,2.01,3.27,22.56
201207,MO,1.87,3.45,20.39
201207,MS,4.36,3.02,20.91
201207,MT,2.28,3.82,0
201207,NC,3.79,4.17,21.64
201207,ND,1.42,5.22,22.72
201207,NE,1.55,3.35,22.67
201207,NH,0,4.9,21.37
201207,NJ,0,0,0
201207,NM,2.17,3.41,22.19
201207,NV,2.66,3.07,22.04
201207,NY,0,3.49,22.66
201207,OH,2.41,3.1,21.19
201207,OK,1.98,3,21.94
201207,OR,0,3.26,0
201207,PA,0,0,18.05
201207,RI,0,0,20.82
201207,SC,3.99,3.43,13.37
201207,SD,2.16,3.23,0
201207,TN,2.76,2.99,21.07
201207,TX,1.97,3.04,21.97
201207,UT,2.01,2.79,20.25
201207,VA,3.55,3.31,16.43
201207,VT,0,3.78,0
201207,WA,0,3.63,0
201207,WI,2.47,3.19,21.45
201207,WV,2.71,2.84,22.59
201207,WY,1.49,5.67,17.62
201208,AK,0,4.13,23.09
201208,AL,3.04,3.25,23.4
201208,AR,2.39,5.73,0
201208,AZ,2.08,3.69,26.54
201208,CA,1.88,3.84,0
201208,CO,1.85,3.72,0
201208,CT,3.9,0,0
201208,DE,3.47,0,0
201208,FL,3.44,4.89,19.86
201208,GA,3.51,3.41,25.1
201208,HI,0,4.13,20.39
201208,IA,1.49,3.79,24.26
201208,ID,1.85,3.67,0
201208,IL,2.06,3.53,25.01
201208,IN,2.54,3.16,23.86
201208,KS,1.81,3.25,24.41
201208,KY,2.47,4.04,23.3
201208,LA,2.84,3.15,0
201208,MA,3.9,3.89,0
201208,MD,3.81,0,0.8
201208,ME,3.9,3.97,0
201208,MI,2.85,3.35,23.72
201208,MN,1.97,3.68,25.12
201208,MO,1.86,3.7,18.55
201208,MS,4.35,3.11,53.31
201208,MT,2.44,4,0
201208,NC,3.84,4.34,24.96
201208,ND,1.41,5.67,25.44
201208,NE,1.53,3.91,24.33
201208,NH,3.9,4.68,23.21
201208,NJ,0,0,0
201208,NM,2.24,3.38,24.51
201208,NV,1.92,3.36,25.5
201208,NY,0,3.75,23.83
201208,OH,2.45,3.05,24.05
201208,OK,1.97,3.22,23.05
201208,OR,1.88,2.98,0
201208,PA,0,0,0
201208,RI,3.9,0,0
201208,SC,3.92,4.02,23.55
201208,SD,2.13,3.29,0
201208,TN,2.73,3.09,22.89
201208,TX,2.01,3.15,23.89
201208,UT,1.84,3.09,26.47
201208,VA,3.58,3.28,17.28
201208,VT,3.9,4.04,24.11
201208,WA,1.88,4.28,0
201208,WI,2.46,3.58,21.89
201208,WV,2.71,3.09,24.25
201208,WY,1.44,5.81,21.49
201209,AK,0,4.11,23.54
201209,AL,3.02,3.11,24.46
201209,AR,2.41,3.44,0
201209,AZ,2.07,3.71,28.71
201209,CA,1.9,3.93,0
201209,CO,1.86,3.85,12.23
201209,CT,3.99,5.82,0
201209,DE,3.48,0,0
201209,FL,3.61,4.78,24.08
201209,GA,3.36,3.39,25.51
201209,HI,0,4.11,21.16
201209,IA,1.48,3.63,23.86
201209,ID,1.89,3.88,0
201209,IL,2.1,4.03,25.59
201209,IN,2.58,2.95,24.14
201209,KS,1.82,3.38,24.84
201209,KY,2.42,4.62,23.58
201209,LA,2.89,2.99,0
201209,MA,3.99,3.7,0
201209,MD,3.67,0,0.9
201209,ME,3.99,4,0
201209,MI,2.74,3.39,24.06
201209,MN,1.95,4.4,25.46
201209,MO,1.84,3.39,18.2
201209,MS,4.31,2.86,23.47
201209,MT,1.49,3.95,0
201209,NC,3.87,4.39,24.47
201209,ND,1.62,0,25.38
201209,NE,1.51,4.49,26.23
201209,NH,3.99,6.17,25.07
201209,NJ,0,0,0
201209,NM,2.12,3.48,28.31
201209,NV,2.87,3.27,27.43
201209,NY,0,3.44,24.99
201209,OH,2.38,2.98,23.95
201209,OK,1.93,2.96,33.79
201209,OR,1.9,2.74,24.61
201209,PA,0,0,23.54
201209,RI,3.99,0,0
201209,SC,3.89,3.8,15.68
201209,SD,2.12,4.86,0
201209,TN,2.55,2.8,23.49
201209,TX,2.03,2.97,23.49
201209,UT,2.02,2.76,27.16
201209,VA,3.72,3.23,24.04
201209,VT,3.99,4.01,0
201209,WA,1.9,4.23,0
201209,WI,2.46,3.74,23.73
201209,WV,2.72,3.1,24.18
201209,WY,1.45,7.49,25.71
201210,AK,0,4.14,22.88
201210,AL,3.01,3.59,23.62
201210,AR,2.45,4.25,23.59
201210,AZ,2.02,4.07,21.49
201210,CA,1.91,4.3,25.99
201210,CO,1.84,5.87,20.05
201210,CT,4.07,6.09,0
201210,DE,3.42,0,0
201210,FL,3.52,5.02,23.92
201210,GA,3.31,3.87,25.26
201210,HI,0,4.14,21.86
201210,IA,1.5,4.59,25.75
201210,ID,1.82,5.48,0
201210,IL,2.1,23.27,25.91
201210,IN,2.57,3.63,24.21
201210,KS,1.85,4.53,24.92
201210,KY,2.37,5.89,23.84
201210,LA,3.03,3.52,23.81
201210,MA,4.07,4.11,33.35
201210,MD,3.68,0,0.1
201210,ME,4.07,4.22,0
201210,MI,2.72,4.55,24.41
201210,MN,1.99,4.31,25.2
201210,MO,1.83,4.21,22.6
201210,MS,4.76,3.46,0
201210,MT,1.54,4.46,0
201210,NC,3.79,5.02,23.32
201210,ND,1.5,0,24.23
201210,NE,1.5,8.58,24.46
201210,NH,4.07,6.78,25.94
201210,NJ,0,0,0
201210,NM,2.09,3.9,28.66
201210,NV,2.68,3.77,27.95
201210,NY,0,3.84,18.7
201210,OH,2.42,3.47,24.43
201210,OK,1.95,3.42,24.28
201210,OR,1.91,3.11,23.98
201210,PA,0,0,0
201210,RI,4.07,0,0
201210,SC,3.94,4.01,24.72
201210,SD,2.17,5.59,0
201210,TN,2.48,3.24,23.45
201210,TX,1.96,3.37,23.39
201210,UT,1.82,3.27,25.33
201210,VA,3.54,3.86,21.45
201210,VT,4.07,4.27,0
201210,WA,1.91,4.59,0
201210,WI,2.36,4.6,23.43
201210,WV,2.75,3.78,23.93
201210,WY,1.46,5.54,23.76
201211,AK,0,4.08,25.08
201211,AL,2.89,3.87,24.11
201211,AR,2.42,5.62,0
201211,AZ,2.08,5.21,23.69
201211,CA,1.89,4.59,25.55
201211,CO,1.83,5.02,13.14
201211,CT,3.88,12.5,26.27
201211,DE,3.39,0,0
201211,FL,3.47,5.28,18.88
201211,GA,3.25,4.33,23.52
201211,HI,0,4.08,21.67
201211,IA,1.49,4.43,22.4
201211,ID,1.84,8.5,0
201211,IL,1.98,8.39,24.87
201211,IN,2.63,3.94,23.84
201211,KS,1.84,4.54,25.21
201211,KY,2.38,4.27,24.24
201211,LA,3.11,3.79,0
201211,MA,3.88,7.58,0
201211,MD,3.68,0,22.61
201211,ME,3.88,7.74,22.61
201211,MI,2.7,4.19,23.44
201211,MN,2.05,4.48,23.71
201211,MO,1.82,4.48,20.57
201211,MS,4.65,3.75,23.54
201211,MT,1.33,5.03,0
201211,NC,3.81,5.3,22.73
201211,ND,1.47,7.13,24.07
201211,NE,1.55,7.22,23.86
201211,NH,3.88,8.11,24.76
201211,NJ,0,0,0
201211,NM,2.13,4.24,25.73
201211,NV,2.7,4.09,25.77
201211,NY,0,4.6,24.62
201211,OH,2.36,3.88,24.93
201211,OK,1.99,3.85,28.18
201211,OR,1.89,3.78,0
201211,PA,0,0,0
201211,RI,3.88,0,22.61
201211,SC,3.92,4.22,24.27
201211,SD,2.11,4.42,0
201211,TN,2.56,3.72,25.34
201211,TX,1.93,3.73,22.56
201211,UT,1.82,3.77,25.53
201211,VA,3.35,4.23,22.98
201211,VT,3.88,4.87,0
201211,WA,1.89,5.66,25.04
201211,WI,2.39,4.44,23.67
201211,WV,2.79,3.66,27.29
201211,WY,1.45,6.65,20.74
201212,AK,0,4.1,22.56
201212,AL,2.86,3.74,22.39
201212,AR,2.49,4.62,22.6
201212,AZ,2.13,5.21,20.09
201212,CA,1.89,4.64,25.53
201212,CO,1.85,5.08,12.24
201212,CT,4.3,14.84,22.8
201212,DE,3.38,0,0
201212,FL,3.42,5.24,18.82
201212,GA,3.29,3.97,24.37
201212,HI,0,4.1,21.01
201212,IA,1.47,3.91,22.44
201212,ID,1.85,7.11,0
201212,IL,1.98,5.73,24.47
201212,IN,2.55,3.94,23.3
201212,KS,1.84,4.79,22.78
201212,KY,2.36,6.67,23.15
201212,LA,3.15,3.72,0
201212,MA,4.3,5.83,24.06
201212,MD,3.87,0,0.11
201212,ME,4.3,6.05,0
201212,MI,2.73,7.06,22.46
201212,MN,2.04,3.99,23.87
201212,MO,1.83,4.18,21.51
201212,MS,4.46,3.59,22.97
201212,MT,1.5,4.99,0
201212,NC,3.79,5.04,23.66
201212,ND,1.49,0,22.36
201212,NE,1.54,10.51,0
201212,NH,4.3,12,24.62
201212,NJ,0,0,0
201212,NM,2.15,4,24.95
201212,NV,2.5,4.34,24.48
201212,NY,0,5.45,25.99
201212,OH,2.4,3.82,22.93
201212,OK,1.92,3.86,0
201212,OR,1.89,4.04,0
201212,PA,0,0,23.12
201212,RI,4.3,0,0
201212,SC,3.85,4.24,24.12
201212,SD,2.03,4.35,0
201212,TN,2.55,3.6,21.61
201212,TX,2.05,3.87,22.8
201212,UT,1.95,3.91,19.27
201212,VA,3.31,4,20.88
201212,VT,4.3,5.06,0
201212,WA,1.89,6.44,24.31
201212,WI,2.31,4.21,22.53
201212,WV,2.78,3.71,22.71
201212,WY,1.38,7.72,21.23
201301,AK,0,4.6,0
201301,AL,2.78,3.66,22.1
201301,AR,2.43,3.9,0
201301,AZ,2.08,4.79,23.3
201301,CA,1.91,4.44,0
201301,CO,1.9,4.73,0
201301,CT,4.37,0,0
201301,DE,3.39,0,0
201301,FL,3.48,5.16,24.1
201301,GA,3.38,4.01,24.2
201301,HI,0,4.6,20.08
201301,IA,1.69,4.98,22.67
201301,ID,1.89,4.03,0
201301,IL,2.14,5.27,23.52
201301,IN,2.54,3.79,23.14
201301,KS,1.84,5.54,22.53
201301,KY,2.4,5.83,22.17
201301,LA,2.86,3.56,0
201301,MA,4.37,8.94,0
201301,MD,3.73,7.41,22.82
201301,ME,4.37,8.79,22.82
201301,MI,2.87,4.24,22.36
201301,MN,2.05,4.35,22.91
201301,MO,1.9,4.04,21.35
201301,MS,4.35,3.55,0
201301,MT,1.64,5.03,0
201301,NC,3.82,4.92,23.27
201301,ND,1.44,4.97,21.71
201301,NE,1.47,8.82,22.32
201301,NH,4.37,8.39,17.53
201301,NJ,0,0,0
201301,NM,2.28,3.92,26.17
201301,NV,2.94,4.01,23.9
201301,NY,0,6.5,25.85
201301,OH,2.28,3.64,22.21
201301,OK,2.01,3.7,0
201301,OR,1.91,3.61,0
201301,PA,0,0,23.29
201301,RI,4.37,0,22.82
201301,SC,3.9,4.17,24.26
201301,SD,2.11,3.61,0
201301,TN,2.53,3.6,22.56
201301,TX,2.18,3.62,22.57
201301,UT,1.83,3.67,21.28
201301,VA,3.48,4.87,20.31
201301,VT,4.37,0,0
201301,WA,1.91,5.11,23.63
201301,WI,2.22,4.07,22.69
201301,WV,2.85,3.48,23.47
201301,WY,1.48,7.1,19.24
201302,AK,0,4.61,0
201302,AL,2.83,3.81,23.83
201302,AR,2.43,3.76,0
201302,AZ,2.08,4.71,26.58
201302,CA,1.91,4.5,0
201302,CO,1.88,5.14,25.93
201302,CT,4.62,0,0
201302,DE,3.35,0,0
201302,FL,3.38,4.72,24.69
201302,GA,3.29,3.88,25.83
201302,HI,0,4.61,20.51
201302,IA,1.68,4.4,24.24
201302,ID,1.93,8.17,0
201302,IL,2.14,3.09,24.81
201302,IN,2.54,3.75,24.79
201302,KS,1.84,4.03,23.79
201302,KY,2.37,6.36,24.32
201302,LA,3.01,3.54,0
201302,MA,4.62,18.31,0
201302,MD,3.47,7.61,23.74
201302,ME,4.62,18.54,23.74
201302,MI,3,4.34,25.24
201302,MN,2.05,4.4,25.2
201302,MO,1.95,3.84,23.98
201302,MS,4.2,3.5,0
201302,MT,1.59,5.26,0
201302,NC,3.82,4.63,24.58
201302,ND,1.48,4.86,23.73
201302,NE,1.46,8.16,24.04
201302,NH,4.62,18.73,24.42
201302,NJ,0,0,0
201302,NM,2.33,3.93,22.63
201302,NV,0,4.07,25.85
201302,NY,0,7.27,20.35
201302,OH,2.23,3.56,24.45
201302,OK,2.08,3.67,0
201302,OR,1.91,3.63,0
201302,PA,0,0,24.25
201302,RI,4.62,0,23.74
201302,SC,3.79,4.09,24.93
201302,SD,2.02,4.42,0
201302,TN,2.49,3.47,23.63
201302,TX,2.16,3.73,24.03
201302,UT,2.21,3.77,25
201302,VA,3.54,4.21,19.82
201302,VT,4.62,0,0
201302,WA,1.91,4.81,0
201302,WI,2.26,4.27,23.54
201302,WV,2.7,0,21.53
201302,WY,1.47,5.79,25.15
201303,AK,0,4.58,0
201303,AL,2.7,4.05,22.31
201303,AR,2.37,4.25,0
201303,AZ,2.08,6.21,26.06
201303,CA,1.9,4.74,0
201303,CO,1.9,4.83,25.96
201303,CT,4.22,0,0
201303,DE,3.32,0,0
201303,FL,3.49,4.83,17.75
201303,GA,3.24,4.35,23.74
201303,HI,0,4.58,21.05
201303,IA,1.68,4.67,22.9
201303,ID,1.93,5.69,0
201303,IL,2.09,4.61,23.91
201303,IN,2.56,4.09,23.6
201303,KS,1.8,4.57,22.96
201303,KY,2.36,4.38,22.64
201303,LA,2.96,3.86,22.21
201303,MA,4.22,8.96,0
201303,MD,3.69,4.83,22.26
201303,ME,4.22,9.23,22.26
201303,MI,2.92,4.41,22.75
201303,MN,1.97,4.5,23.87
201303,MO,1.9,4.4,23.1
201303,MS,4.22,3.89,0
201303,MT,1.41,5.31,0
201303,NC,3.8,4.81,22.96
201303,ND,1.48,5.14,23.99
201303,NE,1.5,6.32,22.54
201303,NH,4.22,9.64,16.12
201303,NJ,0,0,0
201303,NM,2.23,4.08,26.39
201303,NV,2.84,4.18,17.49
201303,NY,0,4.9,18.68
201303,OH,2.24,4.07,23.44
201303,OK,2.04,3.97,0
201303,OR,1.9,3.63,0
201303,PA,0,0,0
201303,RI,4.22,0,22.26
201303,SC,3.72,4.51,23.89
201303,SD,2.02,4.53,23.3
201303,TN,2.38,3.79,21.96
201303,TX,2.24,3.97,22.57
201303,UT,2.01,3.74,20.28
201303,VA,3.31,4.48,22.39
201303,VT,4.22,0,0
201303,WA,1.9,4.61,0
201303,WI,2.29,4.34,23.72
201303,WV,2.69,4.25,29.25
201303,WY,1.49,6.15,23.86
201304,AK,0,4.4,0
201304,AL,2.77,4.48,21.14
201304,AR,2.34,4.76,22.38
201304,AZ,2.05,6.6,24.76
201304,CA,2.07,5.08,0
201304,CO,1.92,5.11,23.27
201304,CT,4.21,0,0
201304,DE,3.41,0,0
201304,FL,3.55,5.4,22.51
201304,GA,3.27,4.86,22.79
201304,HI,0,4.4,21.48
201304,IA,1.69,5.91,23.16
201304,ID,1.92,6.56,0
201304,IL,2.13,4.92,23.62
201304,IN,2.55,4.58,22.73
201304,KS,1.79,4.93,21.8
201304,KY,2.39,5.8,22.78
201304,LA,2.81,4.28,0
201304,MA,4.21,6.75,0
201304,MD,3.5,4.89,21.2
201304,ME,4.21,6.78,21.2
201304,MI,2.68,4.8,22.62
201304,MN,1.99,4.82,23.3
201304,MO,1.93,5.13,20.79
201304,MS,4,4.26,21.29
201304,MT,1.46,5.96,0
201304,NC,3.86,5.24,22.33
201304,ND,1.58,5.7,23.04
201304,NE,1.47,5.93,22.22
201304,NH,4.21,10.5,23.47
201304,NJ,0,0,0
201304,NM,2.38,4.59,24.5
201304,NV,2.05,4.75,24.91
201304,NY,0,4.89,21.5
201304,OH,2.24,4.39,22.94
201304,OK,2.06,4.3,23.43
201304,OR,2.07,4.28,0
201304,PA,0,0,0
201304,RI,4.21,0,21.2
201304,SC,3.78,4.75,22.52
201304,SD,1.94,4.5,0
201304,TN,2.36,4.36,21.7
201304,TX,2.23,4.21,21.23
201304,UT,1.96,4.26,20.08
201304,VA,3.46,4.75,20.72
201304,VT,4.21,0,0
201304,WA,2.07,5.04,0
201304,WI,2.34,4.86,22.75
201304,WV,2.77,0,23.54
201304,WY,1.5,6.25,23.58
201305,AK,0,4.57,0
201305,AL,2.85,4.42,21.1
201305,AR,2.33,5.16,22.42
201305,AZ,2.02,4.88,23.19
201305,CA,0,5.07,0
201305,CO,1.94,5.14,0
201305,CT,4.03,0,0
201305,DE,3.36,0,0
201305,FL,3.59,5.35,18.71
201305,GA,3.28,4.8,22.01
201305,HI,0,4.57,20.48
201305,IA,1.66,4.67,22.43
201305,ID,1.93,5.2,0
201305,IL,2.06,5.03,24.28
201305,IN,2.55,4.18,23.42
201305,KS,1.76,4.48,22.3
201305,KY,2.32,6.43,22.83
201305,LA,2.69,4.35,0
201305,MA,4.03,5.48,0
201305,MD,3.54,4.86,20.3
201305,ME,4.03,6.22,20.3
201305,MI,2.66,4.73,23.17
201305,MN,2.12,4.94,23.43
201305,MO,1.93,5,22.1
201305,MS,3.92,4.23,21.79
201305,MT,2.24,5.75,0
201305,NC,3.83,5.31,21.72
201305,ND,1.64,5.51,23.97
201305,NE,1.42,5.12,22.21
201305,NH,4.03,8.28,23.07
201305,NJ,0,0,0
201305,NM,2.35,4.63,23.14
201305,NV,2.9,4.73,24.05
201305,NY,0,4.98,23.91
201305,OH,2.25,4.24,22.65
201305,OK,1.97,4.46,0
201305,OR,0,4.24,22.22
201305,PA,0,0,21.38
201305,RI,4.03,0,20.3
201305,SC,3.72,4.68,21.76
201305,SD,2.2,5.1,0
201305,TN,2.5,4.02,20.91
201305,TX,2.14,4.33,31.96
201305,UT,1.98,4.54,24.13
201305,VA,3.22,4.71,17.81
201305,VT,4.03,0,0
201305,WA,0,5,0
201305,WI,2.37,5.22,22.45
201305,WV,2.62,4.09,23.22
201305,WY,1.41,9.64,22.84
201306,AK,0,4.75,0
201306,AL,2.88,4.29,21.45
201306,AR,2.27,5.09,0
201306,AZ,2.12,5.15,23.81
201306,CA,2.27,4.94,0
201306,CO,1.95,4.53,0
201306,CT,4.05,0,0
201306,DE,3.32,0,0
201306,FL,3.45,5.22,22.42
201306,GA,3.05,4.53,22.47
201306,HI,0,4.75,20.56
201306,IA,1.66,4.32,19.96
201306,ID,1.96,4.15,0
201306,IL,2.07,5.01,22.71
201306,IN,2.58,4.2,21.68
201306,KS,1.79,4.16,21.8
201306,KY,2.36,6.84,21.86
201306,LA,2.84,4.16,0
201306,MA,4.05,5.31,0
201306,MD,3.49,4.71,0.12
201306,ME,4.05,5.32,0
201306,MI,2.69,4.44,22.23
201306,MN,2.02,5.25,22.52
201306,MO,1.92,4.51,21.07
201306,MS,4.16,4.09,21.02
201306,MT,1.53,5.49,0
201306,NC,3.88,5.28,21.97
201306,ND,1.66,5.3,23.38
201306,NE,1.41,4.85,21.76
201306,NH,4.05,7.92,21.41
201306,NJ,0,0,0
201306,NM,2.3,4.24,24.24
201306,NV,2.92,4.56,22.82
201306,NY,0,5.05,24.1
201306,OH,2.21,3.9,21.74
201306,OK,2.03,4.15,22.05
201306,OR,2.27,4.28,21.49
201306,PA,0,0,21.57
201306,RI,4.05,0,0
201306,SC,3.75,4.65,22.28
201306,SD,1.97,5.39,0
201306,TN,2.47,4.07,21.95
201306,TX,2.2,4.11,21.06
201306,UT,2.15,4.47,21.57
201306,VA,3.36,4.36,19.04
201306,VT,4.05,0,0
201306,WA,2.27,4.5,0
201306,WI,2.33,4.76,21.25
201306,WV,2.64,0,22.74
201306,WY,1.39,8.34,23.81
201307,AK,0,4.79,0
201307,AL,2.86,3.95,23.25
201307,AR,2.42,5.46,0
201307,AZ,2.12,4.51,28.18
201307,CA,2.27,4.62,0
201307,CO,1.88,4.27,0
201307,CT,4.31,0,0
201307,DE,3.26,0,0
201307,FL,3.29,5.06,23.23
201307,GA,2.98,4.27,23.77
201307,HI,0,4.79,19.89
201307,IA,1.67,3.99,22.31
201307,ID,1.9,3.85,0
201307,IL,2.04,4.54,23.13
201307,IN,2.48,3.91,22.32
201307,KS,1.76,4.21,22.62
201307,KY,2.34,4.73,22.2
201307,LA,3.01,3.8,0
201307,MA,4.31,5.63,0
201307,MD,3.32,4.45,21.66
201307,ME,4.31,5.96,21.66
201307,MI,2.62,4.38,22.57
201307,MN,1.99,4.37,22.66
201307,MO,1.91,4.33,22.26
201307,MS,3.81,3.89,22.29
201307,MT,1.46,5.08,0
201307,NC,3.92,4.94,22.92
201307,ND,1.54,4.91,22.78
201307,NE,1.39,4.4,22.06
201307,NH,4.31,7.25,22.37
201307,NJ,0,0,0
201307,NM,2.27,4.09,24.29
201307,NV,2.85,4.21,24.62
201307,NY,0,4.62,24.48
201307,OH,2.21,3.73,21.83
201307,OK,2.01,3.88,23.57
201307,OR,2.27,3.65,0
201307,PA,0,0,0
201307,RI,4.31,0,21.66
201307,SC,3.78,4.84,23.05
201307,SD,1.94,3.95,0
201307,TN,2.35,4,21.77
201307,TX,2.2,3.92,22.31
201307,UT,1.88,3.84,21.26
201307,VA,3.22,4.01,15.79
201307,VT,4.31,0,0
201307,WA,2.27,4.26,0
201307,WI,2.34,4.36,21.7
201307,WV,2.71,3.93,23.61
201307,WY,1.44,5.61,22.32
201308,AK,0,4.83,0
201308,AL,2.83,3.72,23.4
201308,AR,2.41,6.85,25.3
201308,AZ,2.03,4.43,22.95
201308,CA,1.97,4.56,0
201308,CO,1.93,4.19,0
201308,CT,4.33,0,0
201308,DE,3.31,0,0
201308,FL,3.37,4.73,17.02
201308,GA,3.13,4,24.06
201308,HI,0,4.83,20.04
201308,IA,1.67,3.87,22.76
201308,ID,1.94,3.62,0
201308,IL,2.04,4.52,23.57
201308,IN,2.51,3.77,22.92
201308,KS,1.77,4.28,23.97
201308,KY,2.35,6.01,23.16
201308,LA,2.93,3.57,0
201308,MA,4.33,3.84,0
201308,MD,3.29,4.79,21.91
201308,ME,4.33,4.56,21.91
201308,MI,2.56,4.17,22.48
201308,MN,2.01,4.26,23.09
201308,MO,1.89,4.25,22.46
201308,MS,3.7,3.57,0
201308,MT,2.03,4.88,0
201308,NC,3.91,4.66,22.93
201308,ND,1.53,4.84,23.76
201308,NE,1.4,4.38,23.42
201308,NH,4.33,5.26,16.19
201308,NJ,0,0,0
201308,NM,2.34,3.92,25.25
201308,NV,2.83,3.97,25.49
201308,NY,0,4.2,17.79
201308,OH,2.27,3.52,23.73
201308,OK,2.03,3.73,23.7
201308,OR,1.97,3.46,0
201308,PA,0,0,0
201308,RI,4.33,0,21.91
201308,SC,3.78,4.6,23.83
201308,SD,1.94,3.95,0
201308,TN,2.31,3.5,22.22
201308,TX,2.06,3.7,23.08
201308,UT,2.13,3.75,26.36
201308,VA,3.13,3.71,17.57
201308,VT,4.33,0,0
201308,WA,1.97,3.85,0
201308,WI,2.34,4.11,22.23
201308,WV,2.59,0,24.11
201308,WY,1.53,6.62,23.65
201309,AK,0,5.08,0
201309,AL,2.83,3.93,23.52
201309,AR,2.42,4.27,0
201309,AZ,2.06,4.79,25.55
201309,CA,1.97,4.63,0
201309,CO,1.89,4.28,0
201309,CT,4.33,0,0
201309,DE,3.3,0,0
201309,FL,3.37,5.04,23.47
201309,GA,3.02,4.23,24.05
201309,HI,0,5.08,21.21
201309,IA,1.66,4.24,23.02
201309,ID,1.99,3.79,0
201309,IL,2.04,4.55,23.72
201309,IN,2.55,3.97,22.98
201309,KS,1.79,4.06,21.88
201309,KY,2.31,6.66,23.14
201309,LA,2.99,3.73,21.85
201309,MA,4.33,4.77,21.95
201309,MD,3.28,4.02,0.13
201309,ME,4.33,4.83,0
201309,MI,2.6,4.14,23.02
201309,MN,2,4.4,23.77
201309,MO,1.89,4.4,23.55
201309,MS,3.66,3.8,23.62
201309,MT,3.49,5.05,0
201309,NC,3.97,4.83,22.56
201309,ND,1.65,4.95,23.79
201309,NE,1.38,4.5,23.75
201309,NH,4.33,5.31,22.68
201309,NJ,0,0,0
201309,NM,2.37,4.12,24.6
201309,NV,2.89,4.07,25.92
201309,NY,0,4.16,23.78
201309,OH,2.23,3.94,23.29
201309,OK,2,3.9,0
201309,OR,1.97,3.66,0
201309,PA,0,0,0
201309,RI,4.33,3.8,0
201309,SC,3.73,4.44,23.61
201309,SD,1.97,4.03,23.33
201309,TN,2.27,3.72,22.67
201309,TX,2.11,3.81,23.55
201309,UT,2.13,3.73,22.28
201309,VA,3.05,3.99,21.81
201309,VT,4.33,0,0
201309,WA,1.97,3.91,0
201309,WI,2.32,4.47,24.31
201309,WV,2.75,3.47,22.89
201309,WY,1.6,12.57,22.86
201310,AK,0,4.76,0
201310,AL,2.78,3.92,22.62
201310,AR,2.44,4.4,21.78
201310,AZ,2.07,4.83,24.14
201310,CA,2.02,4.62,0
201310,CO,1.93,4.72,22.96
201310,CT,4.03,0,0
201310,DE,3.25,0,0
201310,FL,3.31,4.97,22.8
201310,GA,3.14,4.24,23.4
201310,HI,0,4.76,21.63
201310,IA,1.64,5.79,22.61
201310,ID,1.98,6.41,0
201310,IL,2.02,10.96,23.36
201310,IN,2.49,3.97,23.05
201310,KS,1.64,4.56,21.64
201310,KY,2.34,6.47,22.91
201310,LA,3.04,3.76,0
201310,MA,4.03,4.12,21.86
201310,MD,3.35,0,0.14
201310,ME,4.03,4.14,0
201310,MI,2.5,4.21,21.95
201310,MN,1.94,4.85,22.69
201310,MO,1.87,4.49,21.96
201310,MS,3.72,3.79,0
201310,MT,1.91,5.07,0
201310,NC,3.91,5.05,22.79
201310,ND,1.46,5.46,23.7
201310,NE,1.37,5.23,21.96
201310,NH,4.03,9.86,0
201310,NJ,0,0,0
201310,NM,2.26,4.2,23.78
201310,NV,2.9,4,25.63
201310,NY,0,4.08,24.87
201310,OH,2.31,3.71,23.61
201310,OK,2.07,4,22.91
201310,OR,2.02,3.67,0
201310,PA,0,0,23.93
201310,RI,4.03,0,0
201310,SC,3.7,4.49,22.98
201310,SD,2.01,4.4,0
201310,TN,2.29,3.62,22.68
201310,TX,2.12,3.8,22.12
201310,UT,2.04,3.75,24.42
201310,VA,3.32,4.12,21.52
201310,VT,4.03,0,0
201310,WA,2.02,4.25,0
201310,WI,2.41,4.72,22.24
201310,WV,2.57,0,22.69
201310,WY,1.64,6.75,23.56
201311,AK,0,4.76,0
201311,AL,2.74,3.89,21.67
201311,AR,2.48,4.97,21.83
201311,AZ,2.06,4.84,23.22
201311,CA,2.01,4.82,0
201311,CO,1.9,5.05,22.68
201311,CT,3.77,0,0
201311,DE,3.27,0,0
201311,FL,3.26,4.93,23.43
201311,GA,3.23,4.25,22.89
201311,HI,0,4.76,21.47
201311,IA,1.68,5.51,22.26
201311,ID,1.97,4.38,0
201311,IL,2.02,5.63,23.07
201311,IN,2.53,3.93,22.65
201311,KS,1.74,4.77,22.96
201311,KY,2.37,5.15,22.49
201311,LA,2.89,3.69,0
201311,MA,3.77,6.31,22.15
201311,MD,3.23,5.99,0.15
201311,ME,3.77,7.04,0
201311,MI,2.57,4.06,22.38
201311,MN,1.95,5,23.41
201311,MO,1.85,4.45,22.18
201311,MS,4.02,3.85,20.72
201311,MT,2.14,5.35,0
201311,NC,3.84,4.89,21.67
201311,ND,1.61,5.61,23.52
201311,NE,1.38,5.17,22.15
201311,NH,3.77,15.52,16.99
201311,NJ,0,0,0
201311,NM,2.23,4.25,23.97
201311,NV,2.77,4.42,24.84
201311,NY,0,4.46,22.29
201311,OH,2.26,3.7,22.66
201311,OK,1.93,4.1,0
201311,OR,2.01,4.06,0
201311,PA,0,0,0
201311,RI,3.77,0,0
201311,SC,3.69,4.92,22.5
201311,SD,1.97,4.02,0
