YYMM,State,Coal,NG,Petroleum
200910,MA,3.5,5.14,15.6
200910,MD,2.96,5.13,13.78
200910,ME,3.5,5.24,13.78
200910,MI,2,5.77,13.69
200910,MN,1.76,4.92,13.17
200910,MO,1.53,5.5,14.99
200910,MS,3.17,4.38,15.52
200910,MT,1.39,6.15,0
200910,NC,3.75,6.64,15.21
200910,ND,1.3,0,15.67
200910,NE,1.31,7.12,14.08
200910,NH,3.5,5.35,17.87
200910,NJ,9.41,--,0
200910,NM,1.71,4.79,28.81
200910,NV,2.22,5.65,15.29
200910,NY,2.98,4.64,11.65
200910,OH,2.17,4.44,15.76
200910,OK,1.51,4.31,0
200910,OR,1.77,3.85,0
200910,PA,3.7,0,15.65
200910,RI,3.5,0,13.78
200910,SC,3.61,3.98,14.16
200910,SD,1.76,3.95,0
200910,TN,2.33,4.99,14.52
200910,TX,1.81,4.19,14.86
200910,UT,1.52,4.05,15.32
200910,VA,3.15,4.65,14.28
200910,VT,3.5,4.73,0
200910,WA,1.77,5.67,24.03
200910,WI,1.95,5.85,15.3
200910,WV,2.62,5.74,16.52
200910,WY,1.13,5.44,15.27
200911,AK,0,4.7,16.03
200911,AL,2.49,4.01,13.99
200911,AR,1.64,12.87,15.8
200911,AZ,1.83,5.47,13.05
200911,CA,1.74,5.25,16.08
200911,CO,1.52,4.84,13.24
200911,CT,3.08,12.86,0
200911,DE,3.36,0,0
200911,FL,3.43,7.69,12.35
200911,GA,3.62,4.09,15.17
200911,HI,0,4.7,12.1
200911,IA,1.21,4.91,15.34
200911,ID,1.53,5.73,0
200911,IL,1.77,9.7,16.23
200911,IN,1.97,4.56,15.2
200911,KS,1.43,4.46,0
200911,KY,2.17,5.17,16.4
200911,LA,2.54,4.35,15.33
200911,MA,3.08,5.27,0
200911,MD,2.81,5.34,11.02
200911,ME,3.08,4.91,11.02
200911,MI,2,5.14,12.72
200911,MN,1.59,6.31,13.87
200911,MO,1.52,5.05,15.15
200911,MS,3.43,4.04,15.43
200911,MT,1.65,6.07,0
200911,NC,3.78,5.56,15.11
200911,ND,1.27,0,15.49
200911,NE,1.33,7.88,15.49
200911,NH,3.08,4.64,15.75
200911,NJ,8.88,--,12.44
200911,NM,1.79,0,15.57
200911,NV,2.13,5.76,0
200911,NY,3.36,5.11,14.94
200911,OH,2.21,5.02,15.25
200911,OK,1.65,4.77,0
200911,OR,1.74,4.68,0
200911,PA,3.99,0,15.67
200911,RI,3.08,4.13,11.02
200911,SC,3.34,3.76,13.05
200911,SD,1.69,4.79,0
200911,TN,2.35,4.07,14.62
200911,TX,1.8,4.37,12.79
200911,UT,1.45,0,17.07
200911,VA,2.97,4.34,12.99
200911,VT,3.08,6.29,0
200911,WA,1.74,6.59,17.89
200911,WI,1.96,5.04,15.81
200911,WV,2.6,4.29,16.42
200911,WY,1.13,6.14,16.46
200912,AK,0,4.82,16.09
200912,AL,2.59,5.44,15.06
200912,AR,1.64,7.46,15.4
200912,AZ,1.77,6.52,17.93
200912,CA,1.9,5.88,16.82
200912,CO,1.54,5.92,15.93
200912,CT,5.87,17.19,0
200912,DE,3.4,0,0
200912,FL,3.27,8.53,10.66
200912,GA,3.67,5.78,15.86
200912,HI,0,4.82,13
200912,IA,1.19,6.8,14.67
200912,ID,1.48,7.51,0
200912,IL,1.7,9.28,15.8
200912,IN,2.03,5.82,14.99
200912,KS,1.46,5.79,15.32
200912,KY,2.19,6.53,16.9
200912,LA,2.8,5.47,8.81
200912,MA,5.87,8.24,15.24
200912,MD,2.8,6.36,13.55
200912,ME,5.87,7.96,13.55
200912,MI,2.1,6.64,13.59
200912,MN,1.68,6.5,15.98
200912,MO,1.51,5.97,15.1
200912,MS,2.94,5.58,0
200912,MT,1.3,7.29,0
200912,NC,3.72,8.59,14.82
200912,ND,1.14,0,15.85
200912,NE,1.3,6.79,15.99
200912,NH,5.87,7.74,15.15
200912,NJ,8.99,--,15.23
200912,NM,1.56,5.65,19.11
200912,NV,2.13,6.28,15.08
200912,NY,3.58,6.78,12.16
200912,OH,2.15,6.05,14.78
200912,OK,1.63,5.21,15.02
200912,OR,1.9,5.07,0
200912,PA,3.9,0,15.6
200912,RI,5.87,6.96,13.55
200912,SC,3.71,5.35,14.61
200912,SD,1.85,5.78,0
200912,TN,2.42,5.74,14.04
200912,TX,1.95,5.03,14.91
200912,UT,1.52,4.81,16.05
200912,VA,3.13,6.29,14.34
200912,VT,5.87,6.13,0
200912,WA,1.9,7.09,16.28
200912,WI,2.02,6.21,15.41
200912,WV,2.65,5.45,16.15
200912,WY,1.07,6.38,17.4
201001,AK,0,4.23,16.4
201001,AL,2.85,6.17,16.09
201001,AR,1.7,7.65,16.21
201001,AZ,1.78,8.47,18.09
201001,CA,1.63,6.32,16.35
201001,CO,1.53,6.32,0
201001,CT,3.4,7.7,0
201001,DE,3.4,0,0
201001,FL,3.42,7.73,12.65
201001,GA,3.64,6.87,16.35
201001,HI,0,4.23,12.81
201001,IA,1.28,7.66,0
201001,ID,1.65,8.47,0
201001,IL,1.9,8.78,0
201001,IN,2.07,6.19,16.59
201001,KS,1.46,6.75,0
201001,KY,2.28,7.24,16.51
201001,LA,2.34,6.38,9.35
201001,MA,3.4,13.08,14.63
201001,MD,3.06,8.93,15.59
201001,ME,3.4,8.01,15.59
201001,MI,2.16,6.35,0
201001,MN,1.68,7.2,0
201001,MO,1.54,6.93,15.22
201001,MS,3.05,6.5,0
201001,MT,1.45,0,0
201001,NC,3.66,9.38,15.97
201001,ND,1.17,0,15.61
201001,NE,1.44,8.69,0
201001,NH,3.4,7,15.22
201001,NJ,0,--,0
201001,NM,2.19,6.03,21.83
201001,NV,2.42,7.87,16.78
201001,NY,3.55,8.27,12.69
201001,OH,2.11,7.33,0
201001,OK,1.62,6.2,0
201001,OR,1.63,5.84,0
201001,PA,2.83,0,15.31
201001,RI,3.4,7.66,15.59
201001,SC,3.84,7.16,15.59
201001,SD,1.95,0,0
201001,TN,2.47,7.09,15.26
201001,TX,1.76,6,0
201001,UT,1.52,5.82,16.26
201001,VA,3.07,7.83,14.1
201001,VT,3.4,6.97,0
201001,WA,1.63,8.39,0
201001,WI,2.03,6.33,0
201001,WV,2.49,6.11,16.52
201001,WY,1.36,6.2,13.49
201002,AK,0,4.2,16
201002,AL,2.73,5.61,14.95
201002,AR,1.71,9.99,15.35
201002,AZ,1.94,7.55,16.67
201002,CA,1.64,5.99,16.55
201002,CO,1.55,6.15,0
201002,CT,4.38,0,17.78
201002,DE,3.49,0,0
201002,FL,3.52,7.1,12.75
201002,GA,3.96,5.89,15.08
201002,HI,0,4.2,13.53
201002,IA,1.25,7.37,15.08
201002,ID,1.65,7.85,0
201002,IL,1.94,8.49,0
201002,IN,2.09,6.09,15.09
201002,KS,1.47,6.53,14.64
201002,KY,2.23,7.43,15.79
201002,LA,2.63,5.58,15.31
201002,MA,4.38,7.72,0
201002,MD,3.5,7.88,14.62
201002,ME,4.38,0,14.62
201002,MI,2.24,8.23,0
201002,MN,1.72,7.35,0
201002,MO,1.56,6.15,15.05
201002,MS,3.21,5.72,0
201002,MT,1.51,0,14.28
201002,NC,3.79,7.47,15.04
201002,ND,1.18,0,15.29
201002,NE,1.38,8.64,15.71
201002,NH,4.38,6.78,15.38
201002,NJ,0,--,0
201002,NM,2.12,6.02,17.38
201002,NV,2.45,7.72,0
201002,NY,3.46,7.22,11.66
201002,OH,2.15,6.14,15.75
201002,OK,1.63,5.86,15.88
201002,OR,1.64,5.5,0
201002,PA,2.79,0,15.11
201002,RI,4.38,6.73,14.62
201002,SC,3.72,5.72,13.68
201002,SD,1.94,0,0
201002,TN,2.6,6.05,14.86
201002,TX,1.91,5.64,15.03
201002,UT,1.54,5.52,16.5
201002,VA,3.41,6.61,14.41
201002,VT,4.38,7.04,0
201002,WA,1.64,7.41,0
201002,WI,1.99,6.01,14.8
201002,WV,2.45,6.08,16.75
201002,WY,1.24,6.09,15.56
201003,AK,0,4.08,16.9
201003,AL,2.83,4.91,15.79
201003,AR,1.69,5.3,15.96
201003,AZ,1.76,6.24,17.68
201003,CA,1.63,5.46,16.65
201003,CO,1.57,4.66,0
201003,CT,4.42,5.39,0
201003,DE,3.49,0,0
201003,FL,3.68,6.64,14.63
201003,GA,3.97,4.72,18.66
201003,HI,0,4.08,13.39
201003,IA,1.3,8.23,16.23
201003,ID,1.63,6.29,0
201003,IL,1.93,8.13,0
201003,IN,2.06,5.17,16.36
201003,KS,1.48,5.41,16.39
201003,KY,2.27,6.13,18.62
201003,LA,2.35,4.85,8.88
201003,MA,4.42,5.19,0
201003,MD,3.44,5.93,15.87
201003,ME,4.42,5.45,15.87
201003,MI,2.32,6.74,0
201003,MN,1.69,6.35,0
201003,MO,1.59,5.45,16.11
201003,MS,3.35,4.72,0
201003,MT,1.46,0,12.21
201003,NC,3.66,7.38,16.15
201003,ND,1.25,0,17.19
201003,NE,1.44,6.86,0
201003,NH,4.42,5.47,16.12
201003,NJ,0,--,0
201003,NM,2.11,5.17,18.5
201003,NV,2.44,7.54,0
201003,NY,3.43,5.55,12.47
201003,OH,2.16,5.09,16.32
201003,OK,1.74,5.08,0
201003,OR,1.63,4.97,0
201003,PA,2.72,0,15.53
201003,RI,4.42,4.86,15.87
201003,SC,3.75,4.71,16.27
201003,SD,1.99,0,0
201003,TN,2.6,4.98,15.71
201003,TX,1.92,4.88,16.26
201003,UT,1.47,4.88,17.46
201003,VA,3.18,5.31,14.72
201003,VT,4.42,6.53,0
201003,WA,1.63,6.33,0
201003,WI,2.04,5.47,15.52
201003,WV,2.46,4.5,16.78
201003,WY,1.34,0,16.54
201004,AK,0,4.05,17.45
201004,AL,2.8,4.33,16.12
201004,AR,1.75,4.84,16.74
201004,AZ,1.87,6.04,18.71
201004,CA,1.65,4.89,0
201004,CO,1.53,5.31,0
201004,CT,5.01,0,0
201004,DE,3.39,0,0
201004,FL,3.48,6.26,14.41
201004,GA,3.91,4.55,16.92
201004,HI,0,4.05,13.86
201004,IA,1.31,8,17.02
201004,ID,1.67,5.99,0
201004,IL,1.91,7.43,0
201004,IN,2.14,4.98,17.37
201004,KS,1.52,5.26,17.36
201004,KY,2.24,7.21,16.71
201004,LA,2.39,4.21,19.93
201004,MA,5.01,4.63,17.07
201004,MD,3.22,5.1,16.56
201004,ME,5.01,0,16.56
201004,MI,2.13,5.51,17.25
201004,MN,1.73,7.4,0
201004,MO,1.55,6.37,17.06
201004,MS,2.99,4.42,0
201004,MT,1.29,0,18.45
201004,NC,3.44,6.04,16.91
201004,ND,1.32,0,18.58
201004,NE,1.49,6.21,0
201004,NH,5.01,9.84,0
201004,NJ,0,--,0
201004,NM,2.18,4.73,19.93
201004,NV,2.45,5.46,0
201004,NY,4.33,4.64,0
201004,OH,2.08,5.29,17.41
201004,OK,1.7,4.47,0
201004,OR,1.65,4.19,0
201004,PA,2.66,0,16.56
201004,RI,5.01,4.51,16.56
201004,SC,3.73,4.43,14.26
201004,SD,1.97,7.55,0
201004,TN,2.49,4.59,16.69
201004,TX,1.9,4.22,16.91
201004,UT,1.54,4.02,18.43
201004,VA,3.32,5.24,16.25
201004,VT,5.01,5.43,0
201004,WA,1.65,5.61,0
201004,WI,2.04,5.95,18.32
201004,WV,2.43,0,17.99
201004,WY,1.28,0,18.31
201005,AK,0,4.24,16.46
201005,AL,2.72,4.55,15.46
201005,AR,1.72,5.21,0
201005,AZ,1.76,5.19,18.57
201005,CA,--,4.91,17.54
201005,CO,1.65,4.64,0
201005,CT,4.27,4.94,0
201005,DE,3.43,4.91,0
201005,FL,3.45,6.19,12.16
201005,GA,3.96,4.76,16.25
201005,HI,0,4.24,14.49
201005,IA,1.35,5.59,16.59
201005,ID,1.65,5.72,0
201005,IL,1.91,5.5,0
201005,IN,2.13,4.75,16.87
201005,KS,1.49,4.88,16.01
201005,KY,2.22,5.21,15.81
201005,LA,2.31,4.48,0
201005,MA,4.27,4.81,0
201005,MD,3.44,5.11,0.1
201005,ME,4.27,4.89,0
201005,MI,2.01,5.94,15.78
201005,MN,1.74,5.61,0
201005,MO,1.6,4.88,16.47
201005,MS,3.33,4.56,9.24
201005,MT,1.2,5.66,19.55
201005,NC,3.44,5.7,15.73
201005,ND,1.36,0,17.14
201005,NE,1.45,5.4,17.69
201005,NH,4.27,5.28,17.38
201005,NJ,0,--,0
201005,NM,2.17,4.66,19.99
201005,NV,2.29,5.54,0
201005,NY,4.75,4.91,15.9
201005,OH,2.09,4.67,16.01
201005,OK,1.77,4.51,18.11
201005,OR,0,4.02,0
201005,PA,2.72,0,15.82
201005,RI,4.27,4.75,0
201005,SC,3.72,4.39,13.97
201005,SD,1.97,6.31,0
201005,TN,2.5,4.78,15.46
201005,TX,1.9,4.32,16.9
201005,UT,1.45,4.12,18.25
201005,VA,3.28,4.86,15.31
201005,VT,4.27,5.34,0
201005,WA,--,5.18,0
201005,WI,2.05,5.54,17.34
201005,WV,2.51,4.96,16.46
201005,WY,1.21,5.55,17.58
201006,AK,0,4.38,17.14
201006,AL,2.78,4.94,15.79
201006,AR,1.65,6.38,15.94
201006,AZ,1.77,5.11,17.29
201006,CA,1.64,5.06,17.42
201006,CO,1.55,5.05,0
201006,CT,3.85,5.51,0
201006,DE,3.46,0,0
201006,FL,3.54,6.38,11.49
201006,GA,4,5.17,16.67
201006,HI,0,4.38,14.93
201006,IA,1.37,5.4,15.59
201006,ID,1.55,7.52,0
201006,IL,1.91,5.98,0
201006,IN,2.17,5.37,15.7
201006,KS,1.52,4.94,16.02
201006,KY,2.29,6.11,15.65
201006,LA,2.3,4.84,0
201006,MA,3.85,5.42,0
201006,MD,3.3,5.57,0.2
201006,ME,3.85,5.55,0
201006,MI,2.08,5.83,16.1
201006,MN,1.74,5.86,0
201006,MO,1.59,5.1,15.67
201006,MS,3.39,4.98,0
201006,MT,1.56,0,13.05
201006,NC,3.39,6.01,15.64
201006,ND,1.2,0,16.35
201006,NE,1.36,5.58,16.31
201006,NH,3.85,5.77,15.47
201006,NJ,0,--,0
201006,NM,1.78,4.88,18.32
201006,NV,2.52,5.57,16.94
201006,NY,4.45,5.18,16.19
201006,OH,2.11,5.22,15.64
201006,OK,1.77,4.69,0
201006,OR,1.64,12.41,0
201006,PA,2.65,0,15.62
201006,RI,3.85,5.19,0
201006,SC,3.74,5.12,15.92
201006,SD,2.07,0,0
201006,TN,2.5,5.45,15.33
201006,TX,1.85,4.59,16.53
201006,UT,1.54,4.13,16.43
201006,VA,3.29,5.49,12.08
201006,VT,3.85,5.17,0
201006,WA,1.64,0,0
201006,WI,2.13,5.51,16.23
201006,WV,2.53,5.14,16.49
201006,WY,1.17,0,16.45
201007,AK,0,4.27,16.92
201007,AL,2.82,5.02,15.7
201007,AR,1.68,6.77,15.69
201007,AZ,1.82,5.58,17.62
201007,CA,1.69,5.1,17
201007,CO,1.6,4.74,0
201007,CT,3.94,5.43,0
201007,DE,3.47,5.28,0
201007,FL,3.46,6.66,11.8
201007,GA,3.95,5.08,16.23
201007,HI,0,4.27,14.07
201007,IA,1.36,4.91,15.87
201007,ID,1.68,7.8,0
201007,IL,1.88,5.31,0
201007,IN,2.16,5.06,15.76
201007,KS,1.52,4.78,17.21
201007,KY,2.29,5.62,16.14
201007,LA,2.31,4.92,9.55
201007,MA,3.94,5.34,11.57
201007,MD,3.73,5.66,15.05
201007,ME,3.94,5.43,15.05
201007,MI,2.03,5.62,15.94
201007,MN,1.73,5.43,0
201007,MO,1.58,5.05,15.71
201007,MS,3.52,4.97,15.62
201007,MT,1.55,5.94,14.56
201007,NC,3.54,5.97,15.33
201007,ND,1.19,0,16.41
201007,NE,1.37,6.13,0
201007,NH,3.94,5.69,15.76
201007,NJ,0,--,0
201007,NM,2.06,5.04,17.6
201007,NV,2.47,5.64,17.84
201007,NY,3.66,5.38,15.45
201007,OH,2.13,5.06,16.32
201007,OK,1.7,4.88,16.52
201007,OR,1.69,4.41,16.11
201007,PA,2.75,5.23,14.15
201007,RI,3.94,5.25,15.05
201007,SC,3.68,4.84,12.61
201007,SD,1.93,5.48,0
201007,TN,2.68,5.24,15.31
201007,TX,1.88,4.77,15.64
201007,UT,1.85,4.42,16.83
201007,VA,3.4,5.3,11.27
201007,VT,3.94,5.58,0
201007,WA,1.69,5.26,0
201007,WI,2.13,5.18,15.8
201007,WV,2.48,5,16.21
201007,WY,1.22,5.84,17.22
201008,AK,0,4.25,16.9
201008,AL,2.9,4.72,15.94
201008,AR,1.73,5.45,15.83
201008,AZ,1.81,4.86,17.64
201008,CA,1.69,4.77,17.17
201008,CO,1.56,4.3,0
201008,CT,3.32,5.12,0
201008,DE,3.47,5.06,0
201008,FL,3.46,6.71,12.01
201008,GA,3.92,4.7,15.67
201008,HI,0,4.25,14.48
201008,IA,1.39,4.72,15.96
201008,ID,1.72,5.07,0
201008,IL,1.83,4.95,0
201008,IN,2.14,4.79,16.32
201008,KS,1.45,4.51,16.57
201008,KY,2.28,5.43,15.38
201008,LA,2.43,4.81,8.88
201008,MA,3.32,5.06,13.92
201008,MD,3.54,5.36,15.38
201008,ME,3.32,5.16,15.38
201008,MI,2.06,5.25,16.5
201008,MN,1.79,5.13,0
201008,MO,1.57,4.86,16.49
201008,MS,3.3,4.84,0
201008,MT,1.5,0,13.4
201008,NC,3.54,5.78,16.05
201008,ND,1.17,0,16.43
201008,NE,1.41,7.36,0
201008,NH,3.32,5.46,15.85
201008,NJ,0,--,0
201008,NM,2.03,4.57,19.33
201008,NV,2.55,6.1,0
201008,NY,3.81,5.25,13.24
201008,OH,2.11,4.71,16.76
201008,OK,1.71,4.55,0
201008,OR,1.69,4.19,0
201008,PA,2.57,5.01,15.33
201008,RI,3.32,4.93,15.38
201008,SC,3.79,4.63,12.5
201008,SD,1.85,5.25,0
201008,TN,2.78,5.09,15.82
201008,TX,1.81,4.47,17.16
201008,UT,1.94,4.1,17.16
201008,VA,3.4,4.98,11.91
201008,VT,3.32,5.34,0
201008,WA,1.69,4.96,0
201008,WI,2.15,5.03,15.98
201008,WV,2.51,4.72,16.42
201008,WY,1.36,5.52,16.29
201009,AK,0,4.18,16.65
201009,AL,2.8,4.17,15.88
201009,AR,1.68,6.11,15.77
201009,AZ,1.75,4.13,0
201009,CA,1.69,4.34,18.07
201009,CO,1.63,4.45,15
201009,CT,3.83,4.67,0
201009,DE,3.44,0,0
201009,FL,3.33,6.04,12.05
201009,GA,3.86,4.43,16.84
201009,HI,0,4.18,14.45
201009,IA,1.37,5.88,16.39
201009,ID,1.71,5.66,0
201009,IL,1.9,6.27,0
201009,IN,2.1,4.37,16.32
201009,KS,1.5,4.44,16.37
201009,KY,2.26,5.84,16.11
201009,LA,2.43,4.07,0
201009,MA,3.83,4.64,0
201009,MD,4.01,4.61,14.91
201009,ME,3.83,5.04,14.91
201009,MI,2.07,5.43,16.68
201009,MN,1.79,6.33,0
201009,MO,1.6,4.45,16.37
201009,MS,3.2,4.26,18
201009,MT,1.51,5.03,12.35
201009,NC,3.53,5.79,15.85
201009,ND,1.27,0,17.78
201009,NE,1.42,6.54,0
201009,NH,3.83,5.69,16.04
201009,NJ,0,--,0
201009,NM,1.98,4.24,18.96
201009,NV,2.31,5.17,17.28
201009,NY,3.5,4.39,12.66
201009,OH,2.09,4.4,16.77
201009,OK,1.72,4,0
201009,OR,1.69,3.76,0
201009,PA,2.66,0,13.62
201009,RI,3.83,4.52,14.91
201009,SC,3.63,4.14,15.21
201009,SD,1.83,6.17,0
201009,TN,2.86,4.81,15.69
201009,TX,1.82,3.97,16.33
201009,UT,1.99,3.17,17.05
201009,VA,3.25,4.54,0
201009,VT,3.83,4.87,0
201009,WA,1.69,5.09,0
201009,WI,2.19,5.14,16.29
201009,WV,2.6,4.19,16.8
201009,WY,1.34,4.07,17.54
201010,AK,0,4.58,17.64
201010,AL,2.89,3.81,16.75
201010,AR,1.73,4.7,16.51
201010,AZ,1.74,4.43,19.17
201010,CA,1.72,4.39,22.4
201010,CO,1.58,4.07,16.36
201010,CT,3.23,0,0
201010,DE,3.42,0,0
201010,FL,3.34,6.09,14.88
201010,GA,4.01,4.21,17.93
201010,HI,0,4.58,14.64
201010,IA,1.36,5.8,17.02
201010,ID,1.7,5.17,0
201010,IL,1.83,7.37,0
201010,IN,2.13,4.04,17.31
201010,KS,1.53,4.16,17.07
201010,KY,2.28,5.95,17.54
201010,LA,2.31,3.92,0
201010,MA,3.23,4.38,0
201010,MD,3.3,4.77,16.89
201010,ME,3.23,0,16.89
201010,MI,2.11,5.77,17.54
201010,MN,1.73,5.6,0
201010,MO,1.59,4.07,17.11
201010,MS,3.05,3.76,15.56
201010,MT,1.31,5.08,18.72
201010,NC,3.52,6.23,16.88
201010,ND,1.25,0,19.14
201010,NE,1.41,6.99,17.66
201010,NH,3.23,4.5,0
201010,NJ,0,--,0
201010,NM,2,4.24,19.87
201010,NV,2.29,5.26,0
201010,NY,3.79,4.24,12.83
201010,OH,2.1,4,17.21
201010,OK,1.72,3.92,18.22
201010,OR,1.72,3.87,0
201010,PA,2.52,0,17.01
201010,RI,3.23,4.12,16.89
201010,SC,3.64,3.62,9.28
201010,SD,1.88,5.05,0
201010,TN,2.75,4.01,16.86
201010,TX,1.86,3.89,16.98
201010,UT,2.01,3.78,18.04
201010,VA,3.21,4.14,13.87
201010,VT,3.23,5.31,0
201010,WA,1.72,5.33,0
201010,WI,2.14,5.1,0
201010,WV,2.46,3.57,17.76
201010,WY,1.34,5.43,18.88
201011,AK,0,4.81,18.14
201011,AL,2.82,3.95,17.01
201011,AR,1.73,4.23,16.04
201011,AZ,1.78,5.09,19.4
201011,CA,1.67,4.36,0
201011,CO,1.54,4.98,16.63
201011,CT,3.08,0,0
201011,DE,3.38,0,0
201011,FL,3.28,5.95,15.15
201011,GA,3.96,4.21,18.6
201011,HI,0,4.81,15.24
201011,IA,1.33,6.49,17.91
201011,ID,1.68,5.87,0
201011,IL,1.9,8.73,0
201011,IN,2.12,4.36,17.8
201011,KS,1.6,4.73,18.05
201011,KY,2.24,5.11,17.59
201011,LA,2.45,3.92,0
201011,MA,3.08,4.97,0
201011,MD,3.54,4.84,17.47
201011,ME,3.08,0,17.47
201011,MI,2.08,5.95,0
201011,MN,1.79,6.11,0
201011,MO,1.58,4.66,17.94
201011,MS,3.34,3.97,0
201011,MT,1.18,5.17,18.1
201011,NC,3.49,5.31,17.12
201011,ND,1.25,0,19.12
201011,NE,1.34,17.48,18.04
201011,NH,3.08,5.79,0
201011,NJ,0,--,0
201011,NM,2.02,4.2,20.4
201011,NV,2.35,4.51,20.21
201011,NY,4.19,4.46,12.96
201011,OH,2.07,3.95,18.59
201011,OK,1.75,3.86,0
201011,OR,1.67,3.87,0
201011,PA,2.55,0,0
201011,RI,3.08,4.62,17.47
201011,SC,3.61,3.9,12.99
201011,SD,1.93,6.23,0
201011,TN,2.77,4.32,0
201011,TX,1.83,3.66,0
201011,UT,1.89,3.42,20.45
201011,VA,3.32,4.66,14.04
201011,VT,3.08,5.05,0
201011,WA,1.67,5.98,19.36
201011,WI,2.13,6.04,18
201011,WV,2.43,0,18.82
201011,WY,1.29,4.43,19.3
201012,AK,0,4.71,18.81
201012,AL,2.8,4.63,17.52
201012,AR,1.75,5.47,15.97
201012,AZ,1.71,5.98,19.3
201012,CA,1.67,4.95,0
201012,CO,1.58,5.11,18.62
201012,CT,3.75,6.99,0
201012,DE,3.36,0,0
201012,FL,3.43,6.67,16.74
201012,GA,3.71,4.72,18.94
201012,HI,0,4.71,15.97
201012,IA,1.29,6.09,18.57
201012,ID,1.62,8.5,0
201012,IL,2.17,6.92,0
201012,IN,2.24,4.8,18.76
201012,KS,1.6,5.01,18.78
201012,KY,2.29,5.16,18.46
201012,LA,2.52,4.56,8.98
201012,MA,3.75,8.84,0
201012,MD,3.64,7.26,18.63
201012,ME,3.75,7.83,18.63
201012,MI,1.96,6,0
201012,MN,1.86,6.61,0
201012,MO,1.55,5.27,18.58
201012,MS,2.81,4.59,15.71
201012,MT,1.48,5.18,14.97
201012,NC,3.53,9.32,18.58
201012,ND,1.45,0,19.32
201012,NE,1.46,10.64,19.59
201012,NH,3.75,6.81,18.94
201012,NJ,0,--,0
201012,NM,2.1,4.79,21.38
201012,NV,2.51,5.71,0
201012,NY,3.72,6.88,20.04
201012,OH,2.18,4.75,18.96
201012,OK,1.72,4.57,18.31
201012,OR,1.67,4.56,0
201012,PA,2.72,0,18.06
201012,RI,3.75,7.49,18.63
201012,SC,3.62,5.65,16.88
201012,SD,2.07,6.85,18.91
201012,TN,2.62,4.45,18.03
201012,TX,1.86,4.39,17.85
201012,UT,1.59,4.37,18.88
201012,VA,3.3,9.59,14.94
201012,VT,3.75,5.55,0
201012,WA,1.67,6.78,21.33
201012,WI,2.24,5.96,18.79
201012,WV,2.46,4.77,18.5
201012,WY,1.27,5.29,20.16
201101,AK,0,4.91,19.83
201101,AL,2.79,4.74,18.49
201101,AR,1.8,5.76,16.12
201101,AZ,1.93,5.9,20.22
201101,CA,1.84,5.05,19.8
201101,CO,1.69,5.09,0
201101,CT,3.86,0,20.58
201101,DE,3.44,0,0
201101,FL,3.54,6.08,14.54
201101,GA,3.8,5.27,20.55
201101,HI,0,4.91,16.86
201101,IA,1.34,6.63,0
201101,ID,1.8,7.62,0
201101,IL,1.76,6.13,0
201101,IN,2.35,4.62,19.72
201101,KS,1.69,5.26,0
201101,KY,2.29,7.57,18.99
201101,LA,2.62,4.68,0
201101,MA,3.86,12.42,0
201101,MD,3.46,10.64,18.56
201101,ME,3.86,9.07,18.56
201101,MI,2.27,5.6,0
201101,MN,1.92,6.12,0
201101,MO,1.65,5.21,0
201101,MS,3.7,4.69,0
201101,MT,1.56,4.43,0
201101,NC,3.61,9.14,19.61
201101,ND,1.26,0,0
201101,NE,1.39,8.91,0
201101,NH,3.86,7.61,0
201101,NJ,0,--,0
201101,NM,1.97,5.13,21.51
201101,NV,2.59,5.74,0
201101,NY,3.66,8.07,20.12
201101,OH,2.2,4.97,19.67
201101,OK,1.7,4.62,0
201101,OR,1.84,4.46,0
201101,PA,2.69,0,19.67
201101,RI,3.86,7.5,18.56
201101,SC,3.76,5.42,19.18
201101,SD,2.17,5.25,0
201101,TN,2.72,4.81,18.86
201101,TX,1.91,4.42,0
201101,UT,1.86,4.27,0
201101,VA,3.35,7.6,15.61
201101,VT,3.86,5.61,0
201101,WA,1.84,6.53,0
201101,WI,2.53,6.28,0
201101,WV,2.45,5.18,20.37
201101,WY,1.47,6.52,19.01
201102,AK,0,5.01,20.31
201102,AL,2.79,4.55,19.32
201102,AR,1.79,5.61,16.23
201102,AZ,1.86,6.9,22.55
201102,CA,1.79,4.88,20.53
201102,CO,1.69,5.33,21.07
201102,CT,3.11,0,0
201102,DE,3.46,0,0
201102,FL,3.46,5.97,20.44
201102,GA,3.91,4.57,21.91
201102,HI,0,5.01,17.56
201102,IA,1.35,7.74,21.17
201102,ID,1.76,7.89,0
201102,IL,1.94,7.08,0
201102,IN,2.34,4.77,19.05
201102,KS,1.69,5.31,20.64
201102,KY,2.29,9.36,21.61
201102,LA,2.66,4.58,9.16
201102,MA,3.11,10.75,0
201102,MD,3.6,6.41,20.15
201102,ME,3.11,8.63,20.15
201102,MI,2.83,5.07,20.31
201102,MN,1.88,6.81,0
201102,MO,1.67,5.46,20.63
201102,MS,3.94,4.56,10.04
201102,MT,1.39,4.59,0
201102,NC,3.58,6.55,20.41
201102,ND,1.27,0,21.38
201102,NE,1.43,9.65,0
201102,NH,3.11,7.89,0
201102,NJ,0,--,0
201102,NM,1.99,5.48,22.85
201102,NV,2.59,5.75,21.24
201102,NY,3.74,6.88,21.13
201102,OH,2.27,4.48,20.8
201102,OK,1.68,4.99,0
201102,OR,1.79,5.05,0
201102,PA,2.89,0,21.08
